Distance_(pixels),Gray_Value
0.00000000,34.000
0.00000650,35.782
0.00001300,47.507
0.00001950,64.679
0.00002600,29.919
0.00003250,61.313
0.00003900,69.072
0.00004550,114.739
0.00005200,154.416
0.00005850,154.844
0.00006500,159.507
0.00007150,137.864
0.00007800,103.949
0.00008450,85.657
0.00009100,81.181
0.00009750,60.862
0.00010400,64.943
0.00011050,63.530
0.00011700,56.703
0.00012350,53.023
0.00013000,51.791
0.00013650,52.889
0.00014300,45.570
0.00014950,39.396
0.00015600,47.609
0.00016250,60.146
0.00016900,57.439
0.00017550,54.131
0.00018200,52.888
0.00018850,45.863
0.00019500,44.977
0.00020150,60.197
0.00020800,67.368
0.00021450,61.845
0.00022100,62.465
0.00022750,67.834
0.00023400,61.991
0.00024050,53.535
0.00024700,55.988
0.00025350,56.778
0.00026000,66.204
0.00026650,62.336
0.00027300,65.135
0.00027950,55.876
0.00028600,79.604
0.00029250,81.713
0.00029900,74.456
0.00030550,59.500
0.00031200,69.178
0.00031850,48.331
0.00032500,53.995
0.00033150,79.084
0.00033800,67.037
0.00034450,61.654
0.00035100,58.454
0.00035750,66.696
0.00036400,65.545
0.00037050,48.854
0.00037700,42.450
0.00038350,49.800
0.00039000,51.283
0.00039650,45.895
0.00040300,43.225
0.00040950,46.557
0.00041600,49.550
0.00042250,50.267
0.00042900,46.019
0.00043550,60.541
0.00044200,56.943
0.00044850,44.989
0.00045500,49.879
0.00046150,48.401
0.00046800,49.128
0.00047450,48.394
0.00048100,47.073
0.00048750,53.084
0.00049400,61.012
0.00050050,66.548
0.00050700,67.302
0.00051350,85.338
0.00052000,88.339
0.00052650,82.078
0.00053300,76.842
0.00053950,82.709
0.00054600,98.741
0.00055250,77.718
0.00055900,95.258
0.00056550,101.117
0.00057200,79.224
0.00057850,104.865
0.00058500,98.755
0.00059150,73.599
0.00059800,78.716
0.00060450,74.342
0.00061100,83.000
0.00061750,79.017
0.00062400,75.667
0.00063050,49.756
0.00063700,50.533
0.00064350,37.796
0.00065000,63.912
0.00065650,61.187
0.00066300,49.650
0.00066950,46.198
0.00067600,29.774
0.00068250,53.248
0.00068900,58.900
0.00069550,51.101
0.00070200,50.049
0.00070850,55.309
0.00071500,43.414
0.00072150,31.946
0.00072800,35.443
0.00073450,28.855
0.00074100,22.935
0.00074750,27.632
0.00075400,25.935
0.00076050,30.261
0.00076700,20.388
0.00077350,14.588
0.00078000,20.221
0.00078650,21.419
0.00079300,24.839
0.00079950,24.862
0.00080600,26.818
0.00081250,30.908
0.00081900,28.820
0.00082550,53.379
0.00083200,49.186
0.00083850,34.827
0.00084500,48.340
0.00085150,76.427
0.00085800,81.256
0.00086450,107.639
0.00087100,108.659
0.00087750,91.381
0.00088400,88.272
0.00089050,91.158
0.00089700,74.047
0.00090350,71.364
0.00091000,67.986
0.00091650,84.500
0.00092300,108.053
0.00092950,106.606
0.00093600,84.745
0.00094250,94.130
0.00094900,107.929
0.00095550,99.195
0.00096200,113.839
0.00096850,121.281
0.00097500,130.170
0.00098150,126.436
0.00098800,140.569
0.00099450,121.847
0.00100100,128.717
0.00100750,117.526
0.00101400,118.235
0.00102050,152.501
0.00102700,152.662
0.00103350,128.979
0.00104000,118.407
0.00104650,124.432
0.00105300,125.197
0.00105950,115.292
0.00106600,103.041
0.00107250,85.561
0.00107900,84.536
0.00108550,76.667
0.00109200,73.073
0.00109850,77.796
0.00110500,77.580
0.00111150,77.245
0.00111800,89.399
0.00112450,100.064
0.00113100,119.272
0.00113750,103.903
0.00114400,112.409
0.00115050,121.060
0.00115700,121.494
0.00116350,104.816
0.00117000,126.421
0.00117650,114.224
0.00118300,120.575
0.00118950,144.090
0.00119600,124.477
0.00120250,107.864
0.00120900,74.096
0.00121550,56.764
0.00122200,46.000
0.00122850,54.829
0.00123500,62.950
0.00124150,57.655
0.00124800,48.169
0.00125450,21.594
0.00126100,33.826
0.00126750,31.744
0.00127400,17.615
0.00128050,27.415
0.00128700,15.303
0.00129350,19.040
0.00130000,22.943
0.00130650,13.813
0.00131300,28.372
0.00131950,33.825
0.00132600,21.386
0.00133250,29.881
0.00133900,35.248
0.00134550,40.052
0.00135200,61.233
0.00135850,68.507
0.00136500,61.973
0.00137150,70.081
0.00137800,67.372
0.00138450,48.369
0.00139100,58.572
0.00139750,55.160
0.00140400,41.251
0.00141050,44.714
0.00141700,50.902
0.00142350,51.997
0.00143000,37.238
0.00143650,52.131
0.00144300,40.474
0.00144950,43.189
0.00145600,54.303
0.00146250,53.255
0.00146900,48.168
0.00147550,69.237
0.00148200,89.784
0.00148850,92.348
0.00149500,90.439
0.00150150,92.214
0.00150800,91.095
