Distance_(microns),Gray_Value
0.0000,0.0000
0.0650,4.6490
0.1300,4.0020
0.1950,1.5468
0.2600,9.8691
0.3250,6.0172
0.3900,1.5720
0.4550,1.8020
0.5200,6.6121
0.5850,3.1222
0.6500,4.9343
0.7150,4.4625
0.7800,5.9928
0.8450,9.9496
0.9100,5.9349
0.9750,0.5427
1.0400,6.1128
1.1050,12.8987
1.1700,17.3073
1.2350,2.2055
1.3000,4.8468
1.3650,9.9036
1.4300,2.3484
1.4950,0.8863
1.5600,3.5831
1.6250,0.3840
1.6900,1.4877
1.7550,1.7238
1.8200,2.8943
1.8850,4.7107
1.9500,5.9917
2.0150,5.6844
2.0800,7.7701
2.1450,11.7099
2.2100,11.5302
2.2750,11.6013
2.3400,13.5703
2.4050,6.6340
2.4700,3.3058
2.5350,5.0196
2.6000,4.9743
2.6650,9.2595
2.7300,1.3166
2.7950,3.3605
2.8600,9.0630
2.9250,8.7749
2.9900,7.2466
3.0550,9.5927
3.1200,8.7277
3.1850,11.6831
3.2500,1.8922
3.3150,3.2341
3.3800,2.0951
3.4450,4.8738
3.5100,4.5345
3.5750,5.3032
3.6400,3.8379
3.7050,4.3698
3.7700,8.6612
3.8350,6.7045
3.9000,5.5256
3.9650,6.8046
4.0300,8.6340
4.0950,2.9157
4.1600,8.6099
4.2250,4.7160
4.2900,3.2961
4.3550,4.7530
4.4200,4.0334
4.4850,9.1215
4.5500,2.8311
4.6150,7.7096
4.6800,4.4405
4.7450,1.2786
4.8100,4.5299
4.8750,4.9560
4.9400,4.5179
5.0050,8.1118
5.0700,8.1973
5.1350,9.8001
5.2000,9.3234
5.2650,4.7318
5.3300,10.0943
5.3950,8.6735
5.4600,8.9504
5.5250,5.4824
5.5900,2.9372
5.6550,2.6033
5.7200,4.5196
5.7850,1.9830
5.8500,8.1338
5.9150,6.0508
5.9800,3.9021
6.0450,4.1791
6.1100,7.0070
6.1750,3.1141
6.2400,1.7645
6.3050,2.0666
6.3700,2.2807
