Distance_(microns),Gray_Value
0.0000,19.000
0.0650,12.429
0.1300,20.625
0.1950,32.388
0.2600,36.975
0.3250,39.887
0.3900,34.785
0.4550,44.779
0.5200,33.835
0.5850,26.882
0.6500,31.493
0.7150,37.758
0.7800,42.056
0.8450,32.638
0.9100,34.234
0.9750,49.015
1.0400,58.159
1.1050,56.177
1.1700,48.016
1.2350,44.448
1.3000,39.743
1.3650,37.369
1.4300,37.732
1.4950,32.805
1.5600,27.283
1.6250,25.904
1.6900,38.718
1.7550,39.805
1.8200,35.034
1.8850,36.078
1.9500,36.590
2.0150,41.738
2.0800,35.010
2.1450,25.232
2.2100,22.901
2.2750,25.349
2.3400,29.213
2.4050,29.732
2.4700,29.410
2.5350,32.741
2.6000,30.604
2.6650,41.601
2.7300,49.635
2.7950,48.413
2.8600,39.816
2.9250,39.854
2.9900,48.964
3.0550,41.564
3.1200,42.820
3.1850,44.977
3.2500,52.154
3.3150,47.395
3.3800,44.720
3.4450,19.788
3.5100,40.424
3.5750,30.287
3.6400,31.268
3.7050,30.191
3.7700,28.754
3.8350,28.765
3.9000,41.536
3.9650,38.999
4.0300,35.697
4.0950,13.088
4.1600,29.228
4.2250,33.813
4.2900,33.169
4.3550,40.563
4.4200,29.887
4.4850,33.707
4.5500,31.495
4.6150,40.543
4.6800,36.335
4.7450,44.792
4.8100,37.783
4.8750,36.034
4.9400,34.754
5.0050,35.662
5.0700,48.267
5.1350,46.886
5.2000,43.389
5.2650,46.310
5.3300,49.254
5.3950,40.148
5.4600,33.953
5.5250,35.765
5.5900,35.593
5.6550,32.778
5.7200,25.068
5.7850,19.193
5.8500,33.396
5.9150,34.034
5.9800,33.163
6.0450,23.112
6.1100,18.114
6.1750,40.706
6.2400,40.187
6.3050,33.693
6.3700,35.692
6.4350,33.437
6.5000,45.047
6.5650,34.940
6.6300,33.807
6.6950,48.232
6.7600,32.720
6.8250,32.660
6.8900,39.116
6.9550,36.715
7.0200,25.435
7.0850,48.932
7.1500,39.014
7.2150,15.835
7.2800,38.359
7.3450,44.152
7.4100,36.081
7.4750,29.607
7.5400,13.795
7.6050,22.748
7.6700,33.995
7.7350,28.588
7.8000,28.942
7.8650,47.516
7.9300,40.455
7.9950,33.558
8.0600,53.737
8.1250,44.897
8.1900,60.057
8.2550,64.924
8.3200,56.970
8.3850,63.828
8.4500,63.450
8.5150,68.612
8.5800,59.787
8.6450,53.699
8.7100,48.621
8.7750,53.493
8.8400,51.648
8.9050,44.826
8.9700,41.182
9.0350,50.971
9.1000,51.440
9.1650,46.406
9.2300,44.104
9.2950,38.667
9.3600,39.594
9.4250,45.739
9.4900,28.133
9.5550,25.215
9.6200,32.762
9.6850,33.119
9.7500,38.025
9.8150,52.216
9.8800,45.296
9.9450,38.274
10.0100,37.355
10.0750,31.419
10.1400,31.067
10.2050,38.843
10.2700,32.608
10.3350,51.603
10.4000,41.554
10.4650,37.907
10.5300,29.676
10.5950,50.958
10.6600,36.092
10.7250,39.798
10.7900,28.750
10.8550,25.234
10.9200,28.374
10.9850,37.265
11.0500,16.818
11.1150,16.261
11.1800,16.860
11.2450,14.218
11.3100,4.354
11.3750,16.693
11.4400,14.233
11.5050,5.555
11.5700,2.904
11.6350,17.207
11.7000,7.777
11.7650,7.786
11.8300,13.905
11.8950,4.861
11.9600,3.606
12.0250,5.538
12.0900,8.549
12.1550,3.476
12.2200,1.260
12.2850,1.830
12.3500,4.712
12.4150,5.382
12.4800,1.548
12.5450,0.480
12.6100,10.573
12.6750,15.548
12.7400,17.272
12.8050,14.904
12.8700,4.188
12.9350,10.145
13.0000,15.421
13.0650,18.086
13.1300,13.244
13.1950,12.622
13.2600,24.825
13.3250,18.225
13.3900,23.273
13.4550,25.054
13.5200,28.485
13.5850,25.612
13.6500,29.885
13.7150,33.964
13.7800,40.081
13.8450,59.070
13.9100,41.654
13.9750,40.877
14.0400,44.837
14.1050,59.679
14.1700,61.107
14.2350,62.433
14.3000,63.354
14.3650,87.138
14.4300,67.485
14.4950,56.038
14.5600,70.614
14.6250,71.268
14.6900,54.894
14.7550,41.392
14.8200,48.748
14.8850,49.926
14.9500,45.774
15.0150,59.343
15.0800,53.946
15.1450,59.770
15.2100,40.167
15.2750,36.041
15.3400,36.895
15.4050,47.131
15.4700,44.538
15.5350,64.622
15.6000,55.846
15.6650,43.340
15.7300,37.788
15.7950,40.643
15.8600,40.109
15.9250,38.225
15.9900,41.439
16.0550,43.235
16.1200,57.081
16.1850,61.716
16.2500,47.550
16.3150,55.790
16.3800,58.626
16.4450,55.021
16.5100,65.045
16.5750,71.259
16.6400,69.838
16.7050,80.943
16.7700,88.793
16.8350,102.143
16.9000,123.210
16.9650,133.640
17.0300,142.416
17.0950,147.950
17.1600,132.219
17.2250,83.557
17.2900,90.285
17.3550,84.263
17.4200,91.676
17.4850,96.925
17.5500,88.615
17.6150,78.145
17.6800,91.912
17.7450,108.057
17.8100,88.336
17.8750,67.630
17.9400,102.823
18.0050,78.313
18.0700,63.126
18.1350,59.578
18.2000,55.198
18.2650,30.000
