Distance_(pixels),Gray_Value
0.00000000,16.000
0.00000650,29.187
0.00001300,28.612
0.00001950,31.604
0.00002600,46.724
0.00003250,74.720
0.00003900,86.956
0.00004550,101.628
0.00005200,125.374
0.00005850,110.581
0.00006500,131.781
0.00007150,171.524
0.00007800,237.598
0.00008450,344.008
0.00009100,466.714
0.00009750,562.158
0.00010400,569.086
0.00011050,540.060
0.00011700,558.369
0.00012350,517.718
0.00013000,444.538
0.00013650,358.020
0.00014300,260.167
0.00014950,180.355
0.00015600,120.511
0.00016250,81.212
0.00016900,80.387
0.00017550,78.278
0.00018200,50.286
0.00018850,61.562
0.00019500,76.516
0.00020150,70.541
0.00020800,85.609
0.00021450,95.906
0.00022100,81.840
0.00022750,50.505
0.00023400,34.080
0.00024050,49.583
0.00024700,33.985
0.00025350,35.996
0.00026000,38.892
0.00026650,31.300
0.00027300,24.388
0.00027950,21.728
0.00028600,21.761
0.00029250,26.347
0.00029900,7.289
0.00030550,16.418
0.00031200,26.247
0.00031850,25.500
0.00032500,25.349
0.00033150,17.841
0.00033800,15.379
0.00034450,25.085
0.00035100,27.433
0.00035750,11.299
0.00036400,26.531
0.00037050,17.299
0.00037700,11.868
0.00038350,9.906
0.00039000,12.628
0.00039650,18.378
0.00040300,16.385
0.00040950,15.867
0.00041600,21.047
0.00042250,23.506
0.00042900,18.568
0.00043550,20.711
0.00044200,19.065
0.00044850,3.654
0.00045500,1.571
0.00046150,14.397
0.00046800,8.675
0.00047450,6.579
0.00048100,9.357
0.00048750,17.365
0.00049400,12.167
0.00050050,14.781
0.00050700,9.271
0.00051350,8.913
0.00052000,5.753
0.00052650,10.762
0.00053300,18.815
0.00053950,24.402
0.00054600,21.469
0.00055250,24.396
0.00055900,23.269
0.00056550,19.313
0.00057200,17.692
0.00057850,5.492
0.00058500,8.908
0.00059150,8.485
0.00059800,5.127
0.00060450,8.028
0.00061100,6.989
0.00061750,8.688
0.00062400,17.308
0.00063050,16.931
0.00063700,13.000
0.00064350,6.015
0.00065000,2.764
0.00065650,7.239
0.00066300,4.696
0.00066950,8.437
0.00067600,9.235
0.00068250,3.566
0.00068900,8.687
0.00069550,17.496
0.00070200,11.837
0.00070850,13.919
0.00071500,8.476
0.00072150,12.101
0.00072800,16.980
0.00073450,16.996
0.00074100,21.235
0.00074750,24.320
0.00075400,21.543
0.00076050,18.621
0.00076700,16.568
0.00077350,17.536
0.00078000,17.158
0.00078650,11.491
0.00079300,9.259
0.00079950,15.557
0.00080600,2.197
0.00081250,9.149
0.00081900,8.735
0.00082550,14.412
0.00083200,17.689
0.00083850,16.961
0.00084500,9.849
0.00085150,5.031
0.00085800,16.703
0.00086450,22.219
0.00087100,4.649
0.00087750,11.135
0.00088400,18.085
0.00089050,18.602
0.00089700,11.251
0.00090350,4.943
0.00091000,5.980
0.00091650,9.703
0.00092300,11.210
0.00092950,9.154
0.00093600,2.306
0.00094250,7.600
0.00094900,10.311
0.00095550,9.500
0.00096200,5.282
0.00096850,20.434
0.00097500,25.812
0.00098150,34.298
0.00098800,25.456
0.00099450,30.351
0.00100100,28.857
0.00100750,30.630
0.00101400,25.508
0.00102050,19.423
0.00102700,19.740
0.00103350,29.619
0.00104000,38.263
0.00104650,21.582
0.00105300,24.172
0.00105950,36.968
0.00106600,25.830
0.00107250,25.857
0.00107900,37.377
0.00108550,39.403
0.00109200,32.592
0.00109850,48.063
0.00110500,60.598
0.00111150,65.078
0.00111800,58.686
0.00112450,58.079
0.00113100,57.991
0.00113750,55.179
0.00114400,44.953
0.00115050,45.926
0.00115700,65.436
0.00116350,81.923
0.00117000,87.157
0.00117650,111.705
0.00118300,91.857
0.00118950,76.042
0.00119600,85.319
0.00120250,77.521
0.00120900,66.140
0.00121550,67.276
0.00122200,82.160
0.00122850,76.255
0.00123500,116.543
0.00124150,120.560
0.00124800,103.357
0.00125450,77.023
0.00126100,57.522
0.00126750,54.696
0.00127400,45.000
