Distance_(microns),Gray_Value
0.0000,30.0000
0.0650,21.9000
0.1300,14.2100
0.1950,22.0026
0.2600,9.6978
0.3250,3.4910
0.3900,15.3967
0.4550,21.8567
0.5200,21.3593
0.5850,26.9055
0.6500,36.3747
0.7150,44.7186
0.7800,43.9343
0.8450,49.1147
0.9100,52.1518
0.9750,43.6638
1.0400,37.5545
1.1050,28.9094
1.1700,26.5014
1.2350,25.7146
1.3000,23.7545
1.3650,18.1661
1.4300,20.2451
1.4950,21.9906
1.5600,23.9672
1.6250,27.3984
1.6900,23.2322
1.7550,8.5839
1.8200,9.0716
1.8850,14.0278
1.9500,8.6362
2.0150,15.9313
2.0800,13.3749
2.1450,8.7022
2.2100,6.7127
2.2750,7.0220
2.3400,6.6051
2.4050,9.9350
2.4700,0.4965
2.5350,2.1220
2.6000,8.9953
2.6650,9.1660
2.7300,13.2503
2.7950,9.6638
2.8600,11.5800
2.9250,7.7575
2.9900,10.0450
3.0550,11.7194
3.1200,8.4538
3.1850,9.9557
3.2500,13.8319
3.3150,7.2819
3.3800,3.9790
3.4450,4.4687
3.5100,8.3158
3.5750,7.3465
3.6400,9.8306
3.7050,6.7726
3.7700,4.1876
3.8350,1.9388
3.9000,4.0345
3.9650,7.7034
4.0300,8.5029
4.0950,11.8947
4.1600,12.5134
4.2250,9.7092
4.2900,11.9096
4.3550,9.7167
4.4200,7.7421
4.4850,4.2483
4.5500,6.6649
4.6150,12.9695
4.6800,11.9253
4.7450,8.7126
4.8100,8.7884
4.8750,9.1230
4.9400,3.3419
5.0050,5.8441
5.0700,13.6640
5.1350,22.6978
5.2000,3.5232
5.2650,13.7450
5.3300,13.5885
5.3950,7.8466
5.4600,2.2156
5.5250,12.8783
5.5900,12.6963
5.6550,13.1001
5.7200,9.8432
5.7850,5.3937
5.8500,12.2960
5.9150,17.5698
5.9800,13.5441
6.0450,7.3394
6.1100,8.9101
6.1750,7.3609
6.2400,5.7718
6.3050,4.1888
6.3700,3.9445
6.4350,5.7793
6.5000,6.3138
6.5650,8.7616
6.6300,5.4254
6.6950,5.6499
6.7600,8.0526
6.8250,10.6018
6.8900,15.3515
6.9550,6.7985
7.0200,8.3175
7.0850,4.8781
7.1500,6.3722
7.2150,8.3783
7.2800,12.0712
7.3450,2.1883
7.4100,5.1551
7.4750,1.3497
7.5400,5.3449
7.6050,8.0691
7.6700,2.5393
7.7350,7.1866
7.8000,2.0730
7.8650,3.4219
7.9300,7.7965
7.9950,16.7394
8.0600,6.0677
8.1250,2.3997
8.1900,7.3379
8.2550,9.3004
8.3200,2.6475
8.3850,6.5325
8.4500,6.8730
8.5150,4.3009
8.5800,1.7032
8.6450,6.3325
8.7100,3.7868
8.7750,4.7382
8.8400,8.8202
8.9050,5.2840
8.9700,4.2681
9.0350,5.4817
9.1000,4.6282
9.1650,7.5614
9.2300,9.2744
9.2950,8.9672
9.3600,3.9918
9.4250,4.3787
9.4900,5.7084
9.5550,3.4208
9.6200,8.1227
9.6850,7.6328
9.7500,7.0899
9.8150,7.7100
9.8800,11.8198
9.9450,6.0380
10.0100,8.9132
10.0750,14.6981
10.1400,8.1923
10.2050,14.9398
10.2700,21.0719
10.3350,10.3263
10.4000,2.7848
10.4650,7.2805
10.5300,3.3832
10.5950,1.2505
10.6600,2.3283
10.7250,7.5420
10.7900,6.7791
10.8550,5.3245
10.9200,1.5948
10.9850,2.9692
11.0500,6.0599
11.1150,15.3058
11.1800,8.3895
11.2450,13.4336
11.3100,16.4865
11.3750,15.3707
11.4400,12.8535
11.5050,10.5811
11.5700,19.1579
11.6350,26.5622
11.7000,17.3430
11.7650,10.6881
11.8300,11.3062
11.8950,12.3574
11.9600,10.5553
12.0250,8.1643
12.0900,10.2748
12.1550,10.2345
12.2200,13.1048
12.2850,12.4058
12.3500,8.9195
12.4150,9.9314
12.4800,10.3463
12.5450,13.2696
12.6100,10.4903
12.6750,7.6282
12.7400,7.7362
12.8050,9.3013
12.8700,7.9367
12.9350,1.4781
13.0000,10.4646
13.0650,4.3924
13.1300,9.7838
13.1950,6.6274
13.2600,2.1203
13.3250,3.5218
13.3900,2.3450
13.4550,2.2289
13.5200,5.1424
13.5850,9.5215
13.6500,7.4828
13.7150,11.3355
13.7800,8.1492
13.8450,3.1953
13.9100,5.0979
13.9750,9.6877
14.0400,5.5694
14.1050,8.9061
14.1700,10.2878
14.2350,2.5579
14.3000,8.3385
14.3650,9.2499
14.4300,4.8022
14.4950,7.2763
14.5600,6.1001
14.6250,13.9871
14.6900,14.4265
14.7550,4.4404
14.8200,2.8732
14.8850,8.2411
14.9500,7.1371
15.0150,2.8868
15.0800,10.4826
15.1450,2.0456
15.2100,15.8664
15.2750,3.9210
15.3400,11.4070
15.4050,3.7399
15.4700,2.1152
15.5350,1.2567
15.6000,6.6760
15.6650,9.2973
15.7300,3.5415
15.7950,4.3346
15.8600,10.2247
15.9250,10.3129
15.9900,15.1792
16.0550,12.2599
16.1200,10.5229
16.1850,9.7688
16.2500,19.2543
16.3150,16.6806
16.3800,16.7852
16.4450,19.4949
16.5100,16.9762
16.5750,17.6615
16.6400,23.1647
16.7050,20.5670
16.7700,10.7327
16.8350,12.5361
16.9000,11.5772
16.9650,19.5602
17.0300,21.3655
17.0950,26.4709
17.1600,30.6524
17.2250,27.0211
17.2900,22.0105
17.3550,23.7114
17.4200,36.4949
17.4850,41.3547
17.5500,55.3144
17.6150,43.8619
17.6800,44.4442
17.7450,37.0178
17.8100,38.8367
17.8750,44.3114
17.9400,39.2515
18.0050,32.0000
