Distance_(microns),Gray_Value
0.0000,26.000
0.0650,4.009
0.1300,12.689
0.1950,28.601
0.2600,19.114
0.3250,27.245
0.3900,46.688
0.4550,82.834
0.5200,157.358
0.5850,247.108
0.6500,289.402
0.7150,342.624
0.7800,273.930
0.8450,189.718
0.9100,133.207
0.9750,98.528
1.0400,52.660
1.1050,66.149
1.1700,97.475
1.2350,116.122
1.3000,162.936
1.3650,197.491
1.4300,265.406
1.4950,339.482
1.5600,401.767
1.6250,457.331
1.6900,465.171
1.7550,424.800
1.8200,392.251
1.8850,418.985
1.9500,398.082
2.0150,343.414
2.0800,350.191
2.1450,334.920
2.2100,293.163
2.2750,284.525
2.3400,238.087
2.4050,194.369
2.4700,156.226
2.5350,174.233
2.6000,181.539
2.6650,148.932
2.7300,207.943
2.7950,265.271
2.8600,275.728
2.9250,331.654
2.9900,364.709
3.0550,309.182
3.1200,300.745
3.1850,242.102
3.2500,192.591
3.3150,207.796
3.3800,263.491
3.4450,315.898
3.5100,366.502
3.5750,360.638
3.6400,333.417
3.7050,294.208
3.7700,311.110
3.8350,299.239
3.9000,287.028
3.9650,213.537
4.0300,212.877
4.0950,240.760
4.1600,230.498
4.2250,245.811
4.2900,296.731
4.3550,313.203
4.4200,337.090
4.4850,351.545
4.5500,337.065
4.6150,370.259
4.6800,340.068
4.7450,309.233
4.8100,241.364
4.8750,209.684
4.9400,185.140
5.0050,170.723
5.0700,143.404
5.1350,132.770
5.2000,148.626
5.2650,167.564
5.3300,183.950
5.3950,191.886
5.4600,219.372
5.5250,211.609
5.5900,193.145
5.6550,165.116
5.7200,119.662
5.7850,88.664
5.8500,85.663
5.9150,72.304
5.9800,57.237
6.0450,72.102
6.1100,87.634
6.1750,91.632
6.2400,85.503
6.3050,121.258
6.3700,150.236
6.4350,199.879
6.5000,247.951
6.5650,312.463
6.6300,333.325
6.6950,314.894
6.7600,296.046
6.8250,293.442
6.8900,305.091
6.9550,305.521
7.0200,292.382
7.0850,215.931
7.1500,164.006
7.2150,141.298
7.2800,122.149
7.3450,159.668
7.4100,175.033
7.4750,184.081
7.5400,196.143
7.6050,221.911
7.6700,246.330
7.7350,263.021
7.8000,276.862
7.8650,288.810
7.9300,270.365
7.9950,217.156
8.0600,201.865
8.1250,196.578
8.1900,179.701
8.2550,185.771
8.3200,175.765
8.3850,204.604
8.4500,216.554
8.5150,199.228
8.5800,206.911
8.6450,203.635
8.7100,150.175
8.7750,121.448
8.8400,94.343
8.9050,64.969
8.9700,64.562
9.0350,59.918
9.1000,48.615
9.1650,37.981
9.2300,23.679
9.2950,14.109
9.3600,28.455
9.4250,35.182
9.4900,49.468
9.5550,53.361
9.6200,45.718
9.6850,53.448
9.7500,62.258
9.8150,73.912
9.8800,88.464
9.9450,115.221
10.0100,166.122
10.0750,199.698
10.1400,200.433
10.2050,203.425
10.2700,220.111
10.3350,231.073
10.4000,263.311
10.4650,329.523
10.5300,344.662
10.5950,330.433
10.6600,278.554
10.7250,206.072
10.7900,165.428
10.8550,121.733
10.9200,106.620
10.9850,124.222
11.0500,125.121
11.1150,137.504
11.1800,167.683
11.2450,182.097
11.3100,218.173
11.3750,228.263
11.4400,200.896
11.5050,174.021
11.5700,125.742
11.6350,95.385
11.7000,72.473
11.7650,73.992
11.8300,64.998
11.8950,66.218
11.9600,49.436
12.0250,39.515
12.0900,39.359
12.1550,38.138
12.2200,52.019
12.2850,51.951
12.3500,40.322
12.4150,57.733
12.4800,49.912
12.5450,38.665
12.6100,59.286
12.6750,70.144
12.7400,62.766
12.8050,90.557
12.8700,108.321
12.9350,145.334
13.0000,247.741
13.0650,319.347
13.1300,329.629
13.1950,366.966
13.2600,436.824
13.3250,512.463
13.3900,592.761
13.4550,634.936
13.5200,650.885
13.5850,661.796
13.6500,574.522
13.7150,456.483
13.7800,444.011
13.8450,384.319
13.9100,337.650
13.9750,342.329
14.0400,285.207
14.1050,193.957
14.1700,148.363
14.2350,138.742
14.3000,168.497
14.3650,189.889
14.4300,177.381
14.4950,180.174
14.5600,180.312
14.6250,186.248
14.6900,200.720
14.7550,187.723
14.8200,160.421
14.8850,162.690
14.9500,188.723
15.0150,257.790
15.0800,372.776
15.1450,442.090
15.2100,444.286
15.2750,426.547
15.3400,297.815
15.4050,218.282
15.4700,144.388
15.5350,139.279
15.6000,172.372
15.6650,176.076
15.7300,194.925
15.7950,191.071
15.8600,168.334
15.9250,115.369
15.9900,143.324
16.0550,126.047
16.1200,148.279
16.1850,159.013
16.2500,146.066
16.3150,101.166
16.3800,69.506
16.4450,33.077
16.5100,47.932
16.5750,37.945
16.6400,50.751
16.7050,66.277
16.7700,85.908
16.8350,83.062
16.9000,122.066
16.9650,154.638
17.0300,225.192
17.0950,271.195
17.1600,285.634
17.2250,237.641
17.2900,231.360
17.3550,194.497
17.4200,131.811
17.4850,125.240
17.5500,78.575
17.6150,78.492
17.6800,23.007
17.7450,29.509
17.8100,5.426
17.8750,8.412
17.9400,2.423
18.0050,9.079
18.0700,6.937
18.1350,15.451
18.2000,6.335
18.2650,10.342
18.3300,4.272
18.3950,17.858
18.4600,3.880
18.5250,12.028
18.5900,13.795
18.6550,17.955
18.7200,31.835
18.7850,2.245E-10
