Distance_(microns),Gray_Value
0.0000,9.000
0.0650,19.278
0.1300,22.370
0.1950,26.013
0.2600,11.276
0.3250,33.727
0.3900,61.095
0.4550,91.447
0.5200,140.411
0.5850,155.285
0.6500,200.057
0.7150,202.213
0.7800,181.945
0.8450,142.222
0.9100,126.799
0.9750,123.328
1.0400,185.854
1.1050,216.488
1.1700,192.385
1.2350,184.110
1.3000,166.316
1.3650,166.373
1.4300,154.684
1.4950,173.534
1.5600,211.823
1.6250,230.630
1.6900,238.193
1.7550,241.528
1.8200,272.071
1.8850,268.611
1.9500,237.465
2.0150,194.107
2.0800,160.462
2.1450,176.889
2.2100,165.910
2.2750,180.874
2.3400,157.054
2.4050,159.482
2.4700,155.342
2.5350,161.039
2.6000,162.071
2.6650,188.627
2.7300,225.046
2.7950,248.523
2.8600,278.489
2.9250,305.951
2.9900,297.214
3.0550,258.790
3.1200,212.588
3.1850,171.817
3.2500,113.504
3.3150,85.164
3.3800,90.216
3.4450,109.367
3.5100,128.422
3.5750,134.827
3.6400,150.507
3.7050,159.180
3.7700,149.352
3.8350,142.000
3.9000,133.604
3.9650,141.088
4.0300,143.245
4.0950,161.733
4.1600,152.607
4.2250,119.320
4.2900,96.419
4.3550,90.860
4.4200,105.520
4.4850,112.991
4.5500,135.262
4.6150,181.158
4.6800,197.578
4.7450,202.219
4.8100,212.504
4.8750,190.996
4.9400,179.410
5.0050,211.235
5.0700,186.162
5.1350,147.953
5.2000,126.799
5.2650,104.559
5.3300,104.743
5.3950,96.711
5.4600,94.535
5.5250,93.481
5.5900,72.904
5.6550,67.768
5.7200,52.340
5.7850,50.001
5.8500,37.589
5.9150,33.723
5.9800,30.219
6.0450,35.076
6.1100,41.019
6.1750,33.843
6.2400,38.851
6.3050,19.727
6.3700,23.654
6.4350,23.371
6.5000,20.440
6.5650,12.117
6.6300,18.686
6.6950,22.182
6.7600,28.231
6.8250,31.088
6.8900,13.270
6.9550,5.655
7.0200,1.280
7.0850,3.327
7.1500,22.825
7.2150,13.991
7.2800,12.005
7.3450,7.301
7.4100,14.248
7.4750,25.801
7.5400,30.251
7.6050,21.465
7.6700,26.000
7.7350,21.681
7.8000,18.794
7.8650,22.079
7.9300,13.651
7.9950,8.948
8.0600,14.326
8.1250,1.323
8.1900,24.127
8.2550,42.316
8.3200,27.676
8.3850,26.005
8.4500,9.842
8.5150,30.526
8.5800,39.286
8.6450,45.798
8.7100,45.692
8.7750,35.375
8.8400,34.158
8.9050,16.350
8.9700,11.749
9.0350,17.341
9.1000,25.402
9.1650,18.673
9.2300,20.362
9.2950,23.551
9.3600,16.311
9.4250,4.138
9.4900,10.202
9.5550,9.889
9.6200,16.603
9.6850,12.771
9.7500,15.818
9.8150,10.591
9.8800,10.375
9.9450,12.432
10.0100,15.290
10.0750,6.790
10.1400,2.521
10.2050,9.287
10.2700,13.423
10.3350,9.640
10.4000,9.144
10.4650,15.555
10.5300,7.645
10.5950,3.036
10.6600,15.607
10.7250,28.807
10.7900,1.886
10.8550,6.586
10.9200,0.800
10.9850,7.712
11.0500,11.501
11.1150,5.078
11.1800,10.142
11.2450,6.158
11.3100,19.042
11.3750,21.646
11.4400,24.775
11.5050,19.000
11.5700,18.920
11.6350,11.975
11.7000,18.873
11.7650,17.698
11.8300,15.713
11.8950,12.886
11.9600,5.022
12.0250,4.912
12.0900,12.662
12.1550,13.967
12.2200,9.186
12.2850,7.090
12.3500,15.134
12.4150,4.768
12.4800,7.239
12.5450,21.854
12.6100,15.145
12.6750,7.854
12.7400,9.598
12.8050,11.324
12.8700,7.424
12.9350,10.398
13.0000,7.389
13.0650,9.238
13.1300,14.608
13.1950,15.623
13.2600,28.404
13.3250,23.042
13.3900,25.859
13.4550,6.995
13.5200,14.335
13.5850,13.332
13.6500,23.542
13.7150,22.710
13.7800,18.071
13.8450,13.936
13.9100,23.649
13.9750,25.874
14.0400,38.112
14.1050,33.389
14.1700,5.075
14.2350,3.248
14.3000,12.236
14.3650,23.289
14.4300,13.325
14.4950,17.288
14.5600,14.695
14.6250,34.369
14.6900,32.844
14.7550,17.218
14.8200,21.341
14.8850,25.836
14.9500,29.786
15.0150,36.078
15.0800,39.946
15.1450,22.231
15.2100,23.254
15.2750,48.806
15.3400,78.000
15.4050,97.132
15.4700,95.245
15.5350,109.707
15.6000,98.763
15.6650,82.369
15.7300,75.534
15.7950,101.087
15.8600,111.228
15.9250,114.415
15.9900,145.211
16.0550,164.250
16.1200,149.002
16.1850,121.527
16.2500,87.029
16.3150,98.769
16.3800,111.725
16.4450,75.887
16.5100,66.298
16.5750,71.256
16.6400,61.365
16.7050,66.441
16.7700,65.383
16.8350,62.985
16.9000,67.085
16.9650,78.608
17.0300,85.004
17.0950,71.267
17.1600,78.090
17.2250,76.751
17.2900,99.293
17.3550,110.350
17.4200,119.051
17.4850,145.689
17.5500,180.588
17.6150,169.813
17.6800,144.161
17.7450,91.083
17.8100,64.274
17.8750,82.518
17.9400,97.846
18.0050,137.920
18.0700,206.841
18.1350,263.746
18.2000,285.092
18.2650,278.088
18.3300,247.070
18.3950,202.241
18.4600,191.642
18.5250,216.151
18.5900,250.579
18.6550,265.311
18.7200,333.267
18.7850,395.059
18.8500,395.631
18.9150,349.253
18.9800,217.567
19.0450,137.901
19.1100,78.164
19.1750,51.000
