Distance_(pixels),Gray_Value
0.00000000,41.000
0.00000650,29.610
0.00001300,26.979
0.00001950,57.214
0.00002600,59.240
0.00003250,92.462
0.00003900,89.439
0.00004550,96.830
0.00005200,152.140
0.00005850,172.693
0.00006500,190.031
0.00007150,199.952
0.00007800,181.738
0.00008450,188.149
0.00009100,211.729
0.00009750,198.360
0.00010400,201.590
0.00011050,180.899
0.00011700,145.120
0.00012350,160.352
0.00013000,151.844
0.00013650,169.533
0.00014300,163.281
0.00014950,167.843
0.00015600,157.234
0.00016250,202.883
0.00016900,215.851
0.00017550,202.742
0.00018200,190.351
0.00018850,168.827
0.00019500,187.279
0.00020150,156.492
0.00020800,176.583
0.00021450,186.598
0.00022100,171.134
0.00022750,182.568
0.00023400,143.460
0.00024050,154.589
0.00024700,136.922
0.00025350,103.407
0.00026000,89.623
0.00026650,77.999
0.00027300,71.598
0.00027950,39.804
0.00028600,30.292
0.00029250,23.226
0.00029900,9.880
0.00030550,11.426
0.00031200,5.047
0.00031850,9.491
0.00032500,11.970
0.00033150,18.453
0.00033800,26.374
0.00034450,27.208
0.00035100,36.203
0.00035750,24.182
0.00036400,17.274
0.00037050,50.715
0.00037700,65.589
0.00038350,57.513
0.00039000,47.650
0.00039650,49.294
0.00040300,49.474
0.00040950,56.369
0.00041600,59.685
0.00042250,65.690
0.00042900,61.723
0.00043550,56.945
0.00044200,54.781
0.00044850,45.697
0.00045500,40.763
0.00046150,30.697
0.00046800,20.043
0.00047450,16.827
0.00048100,19.324
0.00048750,29.199
0.00049400,30.668
0.00050050,20.082
0.00050700,25.996
0.00051350,36.255
0.00052000,42.560
0.00052650,46.429
0.00053300,54.205
0.00053950,57.163
0.00054600,54.028
0.00055250,42.453
0.00055900,30.788
0.00056550,24.559
0.00057200,24.829
0.00057850,24.388
0.00058500,20.073
0.00059150,40.025
0.00059800,53.360
0.00060450,44.971
0.00061100,52.425
0.00061750,39.319
0.00062400,30.890
0.00063050,39.759
0.00063700,36.298
0.00064350,22.105
0.00065000,24.741
0.00065650,29.815
0.00066300,43.255
0.00066950,35.595
0.00067600,28.958
0.00068250,30.638
0.00068900,44.355
0.00069550,33.388
0.00070200,23.487
0.00070850,26.129
0.00071500,35.305
