Distance_(microns),Gray_Value
0.0000,9.000
0.0650,16.476
0.1300,23.196
0.1950,12.363
0.2600,38.889
0.3250,34.618
0.3900,73.404
0.4550,137.164
0.5200,171.608
0.5850,238.430
0.6500,213.663
0.7150,149.592
0.7800,127.681
0.8450,110.113
0.9100,78.574
0.9750,62.966
1.0400,60.964
1.1050,54.017
1.1700,34.178
1.2350,32.521
1.3000,45.327
1.3650,35.113
1.4300,24.208
1.4950,40.373
1.5600,35.183
1.6250,39.278
1.6900,32.666
1.7550,24.623
1.8200,43.880
1.8850,43.495
1.9500,53.675
2.0150,69.318
2.0800,50.681
2.1450,47.896
2.2100,40.498
2.2750,51.765
2.3400,46.091
2.4050,46.574
2.4700,53.384
2.5350,44.075
2.6000,40.146
2.6650,39.464
2.7300,37.629
2.7950,46.352
2.8600,48.405
2.9250,53.617
2.9900,41.235
3.0550,43.154
3.1200,53.700
3.1850,41.221
3.2500,29.296
3.3150,31.484
3.3800,38.569
3.4450,39.562
3.5100,42.756
3.5750,39.449
3.6400,39.862
3.7050,56.717
3.7700,41.726
3.8350,43.089
3.9000,50.909
3.9650,41.571
4.0300,43.510
4.0950,40.588
4.1600,46.002
4.2250,34.610
4.2900,30.769
4.3550,43.792
4.4200,41.083
4.4850,51.629
4.5500,46.682
4.6150,49.294
4.6800,45.141
4.7450,42.041
4.8100,37.867
4.8750,40.463
4.9400,50.954
5.0050,48.510
5.0700,36.625
5.1350,26.981
5.2000,35.639
5.2650,37.682
5.3300,49.094
5.3950,40.970
5.4600,30.387
5.5250,28.522
5.5900,29.387
5.6550,30.297
5.7200,33.685
5.7850,34.171
5.8500,32.555
5.9150,31.594
5.9800,29.571
6.0450,30.156
6.1100,38.888
6.1750,33.596
6.2400,20.180
6.3050,20.428
6.3700,19.976
6.4350,29.633
6.5000,28.474
6.5650,27.283
6.6300,25.865
6.6950,33.546
6.7600,34.486
6.8250,42.142
6.8900,50.115
6.9550,45.877
7.0200,45.219
7.0850,41.165
7.1500,41.375
7.2150,34.971
7.2800,31.620
7.3450,34.007
7.4100,31.870
7.4750,27.833
7.5400,28.488
7.6050,38.951
7.6700,45.627
7.7350,45.903
7.8000,37.859
7.8650,31.149
7.9300,41.016
7.9950,40.316
8.0600,41.803
8.1250,46.060
8.1900,39.906
8.2550,34.560
8.3200,35.324
8.3850,33.982
8.4500,23.532
8.5150,30.255
8.5800,36.465
8.6450,27.854
8.7100,21.249
8.7750,18.563
8.8400,25.208
8.9050,21.211
8.9700,18.364
9.0350,21.806
9.1000,15.872
9.1650,11.352
9.2300,6.561
9.2950,1.673
9.3600,0.140
9.4250,4.843
9.4900,6.513
9.5550,5.930
9.6200,6.274
9.6850,6.391
9.7500,11.224
9.8150,11.558
9.8800,12.726
9.9450,16.702
10.0100,16.792
10.0750,27.356
10.1400,37.599
10.2050,36.513
10.2700,46.627
10.3350,55.639
10.4000,57.049
10.4650,53.189
10.5300,53.728
10.5950,55.762
10.6600,48.342
10.7250,49.076
10.7900,53.510
10.8550,45.887
10.9200,44.013
10.9850,41.190
11.0500,42.439
11.1150,40.491
11.1800,35.735
11.2450,32.474
11.3100,25.418
11.3750,21.187
11.4400,24.755
11.5050,28.649
11.5700,22.304
11.6350,14.882
11.7000,9.619
11.7650,13.435
11.8300,11.691
11.8950,9.768
11.9600,11.488
12.0250,13.620
12.0900,13.056
12.1550,13.439
12.2200,15.672
12.2850,9.899
12.3500,9.907
12.4150,6.796
12.4800,4.098
12.5450,7.647
12.6100,23.737
12.6750,25.742
12.7400,27.311
12.8050,28.872
12.8700,19.712
12.9350,14.145
13.0000,25.347
13.0650,30.168
13.1300,36.986
13.1950,37.981
13.2600,43.910
13.3250,45.397
13.3900,31.867
13.4550,26.373
13.5200,32.457
13.5850,47.973
13.6500,44.753
13.7150,56.343
13.7800,46.205
13.8450,52.539
13.9100,56.431
13.9750,58.971
14.0400,63.175
14.1050,55.801
14.1700,52.138
14.2350,57.248
14.3000,33.911
14.3650,29.225
14.4300,27.776
14.4950,32.084
14.5600,20.711
14.6250,35.702
14.6900,32.551
14.7550,36.769
14.8200,30.772
14.8850,30.534
14.9500,33.979
15.0150,29.659
15.0800,29.184
15.1450,29.293
15.2100,35.026
15.2750,32.219
15.3400,24.594
15.4050,23.758
15.4700,20.042
15.5350,22.097
15.6000,34.892
15.6650,21.057
15.7300,23.712
15.7950,15.405
15.8600,19.574
15.9250,20.321
15.9900,37.266
16.0550,22.682
16.1200,31.396
16.1850,22.744
16.2500,24.128
16.3150,31.045
16.3800,33.944
16.4450,35.198
16.5100,49.310
16.5750,40.869
16.6400,37.503
16.7050,37.563
16.7700,27.950
16.8350,32.097
16.9000,30.207
16.9650,36.173
17.0300,44.803
17.0950,48.337
17.1600,43.390
17.2250,30.656
17.2900,22.494
17.3550,31.909
17.4200,25.976
17.4850,30.920
17.5500,27.192
17.6150,28.454
17.6800,28.734
17.7450,39.324
17.8100,28.767
17.8750,35.906
17.9400,23.951
18.0050,22.730
18.0700,33.372
18.1350,26.096
18.2000,23.021
18.2650,25.953
18.3300,39.614
18.3950,54.607
18.4600,47.391
18.5250,69.699
18.5900,83.931
18.6550,78.773
18.7200,63.769
18.7850,51.000
