Distance_(microns),Gray_Value
0.0000,6.0000
0.0650,0.6375
0.1300,3.2913
0.1950,5.3669
0.2600,2.4456
0.3250,6.3776
0.3900,5.3357
0.4550,3.2988
0.5200,4.1798
0.5850,6.5434
0.6500,7.1385
0.7150,8.6235
0.7800,5.4353
0.8450,6.4391
0.9100,8.4201
0.9750,11.2136
1.0400,15.7707
1.1050,16.3843
1.1700,9.3481
1.2350,13.4737
1.3000,15.2953
1.3650,10.9717
1.4300,2.7717
1.4950,8.4295
1.5600,8.3490
1.6250,6.1759
1.6900,7.4295
1.7550,7.7376
1.8200,5.6810
1.8850,7.8449
1.9500,2.2580
2.0150,4.1701
2.0800,3.7677
2.1450,4.0370
2.2100,7.1571
2.2750,9.1068
2.3400,22.7812
2.4050,23.8473
2.4700,29.6177
2.5350,27.5596
2.6000,28.4881
2.6650,21.3937
2.7300,22.5939
2.7950,28.2456
2.8600,16.8082
2.9250,9.3680
2.9900,3.5086
3.0550,4.7695
3.1200,2.1924
3.1850,7.8127
3.2500,10.7757
3.3150,11.7147
3.3800,14.2113
3.4450,5.0264
3.5100,1.7534
3.5750,7.1963
3.6400,6.6181
3.7050,4.3047
3.7700,6.2656
3.8350,9.1428
3.9000,23.5171
3.9650,65.6036
4.0300,78.6392
4.0950,82.4158
4.1600,89.6856
4.2250,71.4596
4.2900,63.6194
4.3550,66.9630
4.4200,73.7039
4.4850,73.3181
4.5500,66.4697
4.6150,32.9305
4.6800,8.4524
4.7450,20.4628
4.8100,23.1911
4.8750,20.6489
4.9400,23.7562
5.0050,14.8414
5.0700,20.4568
5.1350,21.4572
5.2000,20.9234
5.2650,21.4462
5.3300,20.1969
5.3950,30.8547
5.4600,43.7380
5.5250,49.1819
5.5900,39.2903
5.6550,35.9558
5.7200,13.6650
5.7850,12.0342
5.8500,5.5199
5.9150,10.1039
5.9800,15.5091
6.0450,14.9370
6.1100,16.1490
6.1750,17.1801
6.2400,23.5008
6.3050,22.2104
6.3700,15.8097
6.4350,5.6559
6.5000,8.5436
6.5650,13.6523
6.6300,10.7875
6.6950,7.8704
6.7600,11.7008
6.8250,10.0222
6.8900,2.5623
6.9550,21.1096
7.0200,9.6251
7.0850,8.1323
7.1500,5.7505
7.2150,9.4279
7.2800,14.0871
7.3450,8.7303
7.4100,5.2050
7.4750,3.0091
7.5400,1.9050
7.6050,3.1514
7.6700,7.9704
7.7350,1.3035
7.8000,0.4940
7.8650,8.0698
7.9300,13.4774
7.9950,6.5809
8.0600,10.8263
8.1250,7.8015
8.1900,11.6162
8.2550,6.4160
8.3200,6.3160
8.3850,10.9252
8.4500,6.7950
8.5150,0.6704
8.5800,8.5742
8.6450,14.2798
8.7100,13.7562
8.7750,14.1756
8.8400,12.9029
8.9050,9.8504
8.9700,10.9174
9.0350,12.2088
9.1000,11.7061
9.1650,10.6419
9.2300,18.1611
9.2950,4.5139
9.3600,5.5321
9.4250,6.3317
9.4900,6.2706
9.5550,2.2558
9.6200,5.6769
9.6850,11.4418
9.7500,7.8525
9.8150,4.7706
9.8800,5.9363
9.9450,4.5267
10.0100,2.0988
10.0750,8.5346
10.1400,3.7870
10.2050,3.6281
10.2700,6.1419
10.3350,4.1318
10.4000,7.9922
10.4650,7.8476
10.5300,12.5263
10.5950,13.3660
10.6600,8.5036
10.7250,7.8992
10.7900,8.3805
10.8550,4.8622
10.9200,9.0987
10.9850,11.7810
11.0500,7.0300
11.1150,0.7091
11.1800,10.8742
11.2450,4.3330
11.3100,0.4017
11.3750,1.8245
11.4400,3.0565
11.5050,3.2496
11.5700,5.1148
