Distance_(microns),Gray_Value
0.0000,7.0000
0.0650,3.0107
0.1300,3.3520
0.1950,0.0379
0.2600,1.9594
0.3250,5.4425
0.3900,5.5899
0.4550,1.7333
0.5200,1.2915
0.5850,5.6261
0.6500,4.3555
0.7150,16.5898
0.7800,9.3995
0.8450,10.7424
0.9100,16.7924
0.9750,16.0964
1.0400,9.7763
1.1050,12.3771
1.1700,12.1225
1.2350,9.0906
1.3000,7.0125
1.3650,4.2592
1.4300,14.6373
1.4950,1.5833
1.5600,9.4961
1.6250,10.1392
1.6900,8.6636
1.7550,5.1583
1.8200,11.4324
1.8850,1.5289
1.9500,2.5482
2.0150,7.8976
2.0800,3.9667
2.1450,13.6124
2.2100,10.9417
2.2750,6.5265
2.3400,8.4369
2.4050,3.7360
2.4700,8.6203
2.5350,2.9612
2.6000,4.7115
2.6650,4.3307
2.7300,7.6042
2.7950,3.2916
2.8600,8.8419
2.9250,6.3398
2.9900,2.9783
3.0550,8.0377
3.1200,16.1071
3.1850,15.3100
3.2500,6.8232
3.3150,5.5527
3.3800,13.9132
3.4450,15.5298
3.5100,26.5826
3.5750,22.5161
3.6400,22.2436
3.7050,10.9749
3.7700,22.1157
3.8350,28.3569
3.9000,29.0496
3.9650,25.4744
4.0300,15.0471
4.0950,11.1334
4.1600,11.8156
4.2250,4.5448
4.2900,3.2319
4.3550,5.8228
4.4200,5.6011
4.4850,3.2767
4.5500,2.4125
4.6150,2.8307
4.6800,4.5091
4.7450,1.0624
4.8100,3.5584
4.8750,7.6736
4.9400,12.9602
5.0050,14.0345
5.0700,18.6378
5.1350,19.6026
5.2000,29.0366
5.2650,26.3240
5.3300,20.0409
5.3950,15.1782
5.4600,17.4434
5.5250,16.5768
5.5900,17.2540
5.6550,19.9669
5.7200,10.3888
5.7850,8.4599
5.8500,12.7875
5.9150,11.9708
5.9800,8.4511
6.0450,13.2496
6.1100,10.3405
6.1750,13.7314
6.2400,15.0969
6.3050,14.6180
6.3700,22.5453
6.4350,18.7551
6.5000,14.5529
6.5650,14.5381
6.6300,13.0120
6.6950,15.4086
6.7600,18.9627
6.8250,22.2569
6.8900,12.0475
6.9550,14.8663
7.0200,15.0708
7.0850,8.7799
7.1500,6.8573
7.2150,24.0000
7.2800,42.4646
7.3450,41.6538
7.4100,39.0643
7.4750,52.7526
7.5400,49.0992
7.6050,49.8072
7.6700,36.4853
7.7350,22.2429
7.8000,21.3874
7.8650,14.7646
7.9300,16.1693
7.9950,15.3579
8.0600,24.3937
8.1250,19.4530
8.1900,10.8441
8.2550,7.5334
8.3200,4.4387
8.3850,6.1603
8.4500,23.1329
8.5150,25.1146
8.5800,39.5838
8.6450,59.0535
8.7100,69.0411
8.7750,80.4043
8.8400,81.6679
8.9050,71.7104
8.9700,64.7712
9.0350,56.5620
9.1000,43.4353
9.1650,39.4313
9.2300,36.5393
9.2950,26.5458
9.3600,17.9827
9.4250,17.4628
9.4900,21.1665
9.5550,20.0311
9.6200,18.1297
9.6850,37.2700
9.7500,57.1930
