Distance_(pixels),Gray_Value
0.00000000,5.0000
0.00000650,7.7778
0.00001300,5.1111
0.00001950,7.6667
0.00002600,3.1111
0.00003250,4.1389
0.00003900,2.0000
0.00004550,3.0000
0.00005200,8.8889
0.00005850,9.0000
0.00006500,3.6111
0.00007150,4.4722
0.00007800,7.3333
0.00008450,5.8333
0.00009100,1.2222
0.00009750,6.7500
0.00010400,8.2222
0.00011050,7.6389
0.00011700,4.0000
0.00012350,11.2222
0.00013000,3.1111
0.00013650,7.4167
0.00014300,10.7778
0.00014950,5.2778
0.00015600,3.0000
0.00016250,3.6111
0.00016900,9.8889
0.00017550,6.0000
0.00018200,0.2222
0.00018850,10.8333
0.00019500,10.5000
0.00020150,8.2778
0.00020800,8.0000
0.00021450,1.0000
0.00022100,11.8889
0.00022750,4.8611
0.00023400,9.0000
0.00024050,10.0556
0.00024700,6.2778
0.00025350,0.3333
0.00026000,1.6667
0.00026650,2.5556
0.00027300,7.0000
0.00027950,12.6111
0.00028600,8.3333
0.00029250,10.2500
0.00029900,7.2222
0.00030550,0.6111
0.00031200,10.3333
0.00031850,7.0278
0.00032500,6.1111
0.00033150,8.3333
0.00033800,5.8889
0.00034450,8.7500
0.00035100,10.5000
0.00035750,1.9444
0.00036400,3.8889
0.00037050,7.5833
0.00037700,8.5556
0.00038350,4.0833
0.00039000,8.3333
0.00039650,8.3056
0.00040300,12.5556
0.00040950,9.0000
0.00041600,13.4444
0.00042250,8.5556
0.00042900,1.3333
0.00043550,6.2778
0.00044200,2.2222
0.00044850,3.7500
0.00045500,5.8889
0.00046150,4.8611
0.00046800,5.0000
0.00047450,9.8333
0.00048100,3.9444
0.00048750,4.0000
0.00049400,3.7778
0.00050050,11.6111
0.00050700,2.6667
0.00051350,11.8056
0.00052000,1.5556
0.00052650,5.2500
0.00053300,10.5000
0.00053950,2.7778
0.00054600,6.0000
0.00055250,5.0833
0.00055900,3.3889
0.00056550,6.7500
0.00057200,4.6667
0.00057850,9.3056
0.00058500,8.0000
0.00059150,0.9444
0.00059800,4.2222
0.00060450,1.2500
0.00061100,5.7778
0.00061750,5.1667
0.00062400,2.0000
0.00063050,1.8333
0.00063700,5.7222
0.00064350,2.0000
0.00065000,5.0000
0.00065650,6.6389
0.00066300,6.3333
0.00066950,0.8611
0.00067600,3.8889
0.00068250,1.8333
0.00068900,6.8889
0.00069550,5.0278
0.00070200,11.0000
0.00070850,5.8333
0.00071500,0.3889
0.00072150,9.4167
0.00072800,0.0000
0.00073450,5.3056
0.00074100,7.5000
0.00074750,6.2222
0.00075400,16.3333
0.00076050,3.2500
0.00076700,8.0556
0.00077350,2.3056
0.00078000,6.6667
0.00078650,1.0833
0.00079300,3.1667
0.00079950,4.8333
0.00080600,0.0000
0.00081250,1.5833
0.00081900,0.5000
0.00082550,2.5833
0.00083200,4.3333
0.00083850,5.4167
0.00084500,3.3333
0.00085150,6.8333
0.00085800,4.0000
0.00086450,7.4722
0.00087100,6.4444
0.00087750,6.5000
0.00088400,8.3333
0.00089050,3.8056
0.00089700,0.6667
0.00090350,1.8333
0.00091000,12.6667
0.00091650,8.4167
0.00092300,7.8333
0.00092950,5.1111
0.00093600,7.276E-11
0.00094250,3.9167
0.00094900,1.8889
0.00095550,6.2500
0.00096200,15.1111
0.00096850,0.6944
0.00097500,7.6667
0.00098150,12.2500
0.00098800,5.0000
0.00099450,6.2500
0.00100100,3.1111
0.00100750,0.0000
0.00101400,4.0000
0.00102050,2.9167
0.00102700,4.3889
0.00103350,3.2500
0.00104000,5.0000
0.00104650,1.0556
0.00105300,4.5000
0.00105950,4.7778
0.00106600,3.2222
0.00107250,8.7500
0.00107900,3.1667
0.00108550,5.4444
0.00109200,3.3333
0.00109850,3.2222
0.00110500,4.6667
0.00111150,4.0000
0.00111800,0.0000
0.00112450,7.5556
0.00113100,4.1667
0.00113750,10.1667
0.00114400,5.6667
0.00115050,3.6667
0.00115700,10.3889
0.00116350,0.1667
0.00117000,9.0000
0.00117650,9.7222
0.00118300,0.1111
0.00118950,1.0000
0.00119600,11.0000
0.00120250,1.7222
0.00120900,8.8333
0.00121550,10.2500
0.00122200,6.0000
0.00122850,1.2500
0.00123500,5.2222
0.00124150,12.6944
0.00124800,8.0000
0.00125450,3.1944
0.00126100,5.7778
0.00126750,4.5833
