Distance_(microns),Gray_Value
0.0000,4.0000
0.0650,0.1257
0.1300,6.6175
0.1950,2.3811
0.2600,5.0553
0.3250,2.0453
0.3900,3.6019
0.4550,3.9868
0.5200,1.6928
0.5850,1.4620
0.6500,8.2045
0.7150,2.7106
0.7800,3.3918
0.8450,2.9925
0.9100,3.9762
0.9750,2.4980
1.0400,0.2830
1.1050,1.9258
1.1700,4.0026
1.2350,5.4405
1.3000,4.8800
1.3650,2.1509
1.4300,7.1482
1.4950,11.1532
1.5600,5.5267
1.6250,7.8132
1.6900,1.1980
1.7550,0.5315
1.8200,4.2405
1.8850,7.3363
1.9500,5.3838
2.0150,5.3546
2.0800,3.1771
2.1450,0.2717
2.2100,4.5185
2.2750,12.0696
2.3400,1.4509
2.4050,6.3159
2.4700,1.9619
2.5350,6.5545
2.6000,2.0734
2.6650,10.9250
2.7300,8.9599
2.7950,3.4882
2.8600,0.3455
2.9250,7.0290
2.9900,8.3253
3.0550,2.8912
3.1200,0.4677
3.1850,1.3693
3.2500,7.3116
3.3150,5.1422
3.3800,4.2030
3.4450,0.7530
3.5100,2.8801
3.5750,4.2187
3.6400,3.3841
3.7050,9.9846
3.7700,8.3041
3.8350,11.7518
3.9000,10.3402
3.9650,6.2976
4.0300,5.1676
4.0950,3.7634
4.1600,2.6579
4.2250,5.4505
4.2900,1.4277
4.3550,0.4339
4.4200,2.1381
4.4850,2.7911
4.5500,6.0759
4.6150,10.4544
4.6800,6.5526
4.7450,4.9880
4.8100,4.3486
4.8750,6.0726
4.9400,8.2726
5.0050,12.7687
5.0700,6.9691
5.1350,6.3750
5.2000,6.8133
5.2650,7.0187
5.3300,6.5093
5.3950,3.1003
5.4600,0.8744
5.5250,0.3590
5.5900,3.0402
5.6550,3.2554
5.7200,1.5619
5.7850,4.4221
5.8500,4.7240
5.9150,5.4477
5.9800,5.0937
6.0450,8.2288
6.1100,6.8080
6.1750,3.3189
6.2400,2.6603
6.3050,4.9374
6.3700,6.4527
6.4350,6.0655
6.5000,2.9925
6.5650,4.9087
6.6300,5.0520
6.6950,1.4367
6.7600,0.4836
6.8250,2.8037
6.8900,5.2782
6.9550,7.6702
7.0200,7.7822
7.0850,6.1711
7.1500,4.6606
7.2150,4.7120
7.2800,3.7654
7.3450,1.9597
7.4100,2.7514
7.4750,7.0906
7.5400,7.3016
7.6050,3.5854
7.6700,1.7035
7.7350,6.1542
7.8000,7.6653
7.8650,3.2397
7.9300,5.6932
7.9950,5.9441
8.0600,1.9654
8.1250,8.9858
8.1900,5.9126
8.2550,3.7114
8.3200,7.6183
8.3850,7.6400
8.4500,3.4031
8.5150,4.5441
8.5800,5.2532
8.6450,4.6671
8.7100,6.4542
8.7750,4.6179
8.8400,1.9091
8.9050,3.5057
8.9700,4.9150
9.0350,2.5418
9.1000,1.1867
9.1650,5.7081
9.2300,3.9209
9.2950,5.5684
9.3600,7.8888
9.4250,5.1954
9.4900,3.7494
9.5550,2.7356
9.6200,2.5288
9.6850,5.5903
9.7500,7.9799
9.8150,7.3718
9.8800,7.5683
9.9450,5.3232
10.0100,2.5409
10.0750,2.9415
10.1400,2.6707
10.2050,9.5581
10.2700,10.5000
10.3350,3.0629
10.4000,1.2405
10.4650,1.3228
10.5300,5.6203
10.5950,9.1967
10.6600,5.3150
10.7250,3.4770
10.7900,4.0201
10.8550,3.6256
10.9200,7.0136
10.9850,7.0848
11.0500,3.4013
11.1150,4.5577
11.1800,7.4599
11.2450,7.7521
11.3100,9.6822
11.3750,4.2400
11.4400,1.9494
11.5050,2.7096
11.5700,2.9109
11.6350,3.4229
11.7000,6.4326
11.7650,4.7481
11.8300,3.4087
11.8950,4.8982
11.9600,4.6294
12.0250,4.5924
12.0900,4.7761
12.1550,3.4028
12.2200,2.1958
12.2850,1.4785
12.3500,1.5159
12.4150,3.6484
12.4800,2.9226
12.5450,1.5644
12.6100,3.3727
12.6750,3.5815
12.7400,5.1589
12.8050,5.9543
12.8700,4.6790
12.9350,3.9549
13.0000,4.0144
13.0650,4.7215
13.1300,3.6936
13.1950,4.3437
13.2600,5.9176
13.3250,6.4880
13.3900,6.6124
13.4550,6.8010
13.5200,2.8393
13.5850,5.0263
13.6500,4.1135
13.7150,1.6677
13.7800,5.2801
13.8450,6.9248
13.9100,7.5280
13.9750,4.1314
14.0400,5.6384
14.1050,3.3902
14.1700,2.9349
14.2350,4.6706
14.3000,4.2607
14.3650,8.5891
14.4300,7.1384
14.4950,4.9589
14.5600,5.8726
14.6250,6.8069
14.6900,7.0510
14.7550,4.3356
14.8200,7.1745
14.8850,1.0141
14.9500,3.6746
15.0150,4.6615
15.0800,1.4674
15.1450,2.0990
15.2100,3.8735
15.2750,3.6361
15.3400,4.2714
15.4050,2.3750
15.4700,5.8400
15.5350,3.6237
15.6000,3.8008
15.6650,6.2582
15.7300,2.3983
15.7950,2.2128
15.8600,6.7148
15.9250,2.0122
15.9900,8.5204
16.0550,6.5671
16.1200,5.5501
16.1850,3.8630
16.2500,4.9541
16.3150,2.2701
16.3800,4.8934
16.4450,3.3998
16.5100,4.9580
16.5750,3.7918
16.6400,6.3012
16.7050,1.7591
16.7700,7.0220
16.8350,8.8953
16.9000,7.3761
16.9650,12.7001
17.0300,5.7003
17.0950,2.6140
17.1600,1.5879
17.2250,5.6266
17.2900,8.5568
17.3550,7.7368
17.4200,4.4695
17.4850,2.0242
17.5500,1.3076
17.6150,4.6483
17.6800,2.9151
17.7450,3.5619
17.8100,7.9944
17.8750,5.5997
17.9400,2.8029
18.0050,1.5562
18.0700,1.2143
18.1350,2.4621
18.2000,6.9091
18.2650,0.0619
18.3300,0.1008
18.3950,1.0219
18.4600,2.2891
18.5250,1.9075
18.5900,1.9551
18.6550,1.8031
18.7200,5.4475
18.7850,6.1662
18.8500,3.2562
18.9150,6.7051
18.9800,10.2479
19.0450,13.1924
19.1100,11.2174
19.1750,5.0222
19.2400,8.0836
19.3050,7.8532
19.3700,16.2613
19.4350,9.6417
19.5000,8.6611
19.5650,6.7829
19.6300,5.8001
19.6950,1.7975
19.7600,6.8595
19.8250,7.1036
19.8900,9.4026
19.9550,4.3933
20.0200,1.9612
20.0850,6.4598
20.1500,9.7129
20.2150,10.3621
20.2800,6.1106
20.3450,0.6835
20.4100,0.4725
20.4750,3.0473
20.5400,3.456E-11
