Distance_(pixels),Gray_Value
0.00000000,34.0000
0.00000650,38.6250
0.00001300,43.5312
0.00001950,29.3047
0.00002600,18.8750
0.00003250,8.1406
0.00003900,9.6562
0.00004550,9.8594
0.00005200,2.5000
0.00005850,6.0938
0.00006500,10.4375
0.00007150,11.1797
0.00007800,13.1250
0.00008450,18.6328
0.00009100,21.3438
0.00009750,20.7500
0.00010400,17.5000
0.00011050,11.7344
0.00011700,14.3125
0.00012350,20.1875
0.00013000,8.7500
0.00013650,4.9766
0.00014300,9.4375
0.00014950,11.3594
0.00015600,17.2500
0.00016250,11.7734
0.00016900,13.3125
0.00017550,14.3516
0.00018200,11.2500
0.00018850,10.1484
0.00019500,8.6250
0.00020150,11.5547
0.00020800,21.0000
0.00021450,6.4141
0.00022100,8.1875
0.00022750,10.1797
0.00023400,1.5000
0.00024050,13.2031
0.00024700,3.5625
0.00025350,7.4219
0.00026000,6.2500
0.00026650,8.0781
0.00027300,2.8438
0.00027950,0.5781
0.00028600,0.3750
0.00029250,2.2266
0.00029900,6.9375
0.00030550,6.6797
0.00031200,3.5000
0.00031850,1.4844
0.00032500,3.0625
0.00033150,7.3438
0.00033800,12.2500
0.00034450,9.7734
0.00035100,17.7500
0.00035750,23.0547
0.00036400,14.2500
0.00037050,17.1875
0.00037700,19.5312
0.00038350,12.6094
0.00039000,9.3750
0.00039650,4.7578
0.00040300,14.7188
0.00040950,10.3828
0.00041600,19.0000
0.00042250,8.8125
0.00042900,9.8750
0.00043550,5.6797
0.00044200,10.2500
0.00044850,6.9531
0.00045500,7.5000
0.00046150,19.1641
0.00046800,12.7500
0.00047450,10.8984
0.00048100,4.6562
0.00048750,3.1484
0.00049400,5.0000
0.00050050,5.8125
0.00050700,11.1875
0.00051350,9.2578
0.00052000,1.5000
0.00052650,7.8438
0.00053300,9.3438
0.00053950,7.6250
0.00054600,11.5000
0.00055250,17.0625
0.00055900,17.3438
0.00056550,13.8125
0.00057200,11.7500
0.00057850,15.4531
0.00058500,8.1562
0.00059150,10.1016
0.00059800,4.7500
0.00060450,16.7891
0.00061100,1.1562
0.00061750,11.0547
0.00062400,13.0000
0.00063050,10.8125
0.00063700,13.1875
0.00064350,15.3438
0.00065000,14.1250
0.00065650,9.3359
0.00066300,5.5938
0.00066950,8.8828
0.00067600,2.2500
0.00068250,3.9922
0.00068900,4.7188
0.00069550,12.9375
0.00070200,15.5000
0.00070850,14.7812
0.00071500,9.2188
0.00072150,10.4062
0.00072800,12.0000
0.00073450,16.4688
0.00074100,19.6250
0.00074750,15.0391
0.00075400,8.7500
0.00076050,5.2500
0.00076700,6.3750
0.00077350,5.5859
0.00078000,2.5000
0.00078650,7.4297
0.00079300,14.2500
0.00079950,8.9922
0.00080600,3.8750
0.00081250,17.7266
0.00081900,20.0000
0.00082550,21.0391
0.00083200,20.0000
0.00083850,30.1328
0.00084500,19.1562
0.00085150,13.7500
0.00085800,10.5000
0.00086450,10.1953
0.00087100,5.5312
0.00087750,7.8750
0.00088400,8.5000
0.00089050,8.4219
0.00089700,8.6250
0.00090350,7.1953
0.00091000,11.8750
0.00091650,20.1641
0.00092300,21.3750
0.00092950,16.5703
0.00093600,7.0000
0.00094250,7.5156
0.00094900,11.5625
0.00095550,12.2031
0.00096200,13.3750
0.00096850,12.7812
0.00097500,10.3125
0.00098150,9.3984
0.00098800,3.7500
0.00099450,13.3594
0.00100100,15.3750
0.00100750,2.3125
0.00101400,1.0000
0.00102050,6.3281
0.00102700,8.9375
0.00103350,4.2266
0.00104000,11.0000
0.00104650,11.4609
0.00105300,7.7188
0.00105950,8.8359
0.00106600,4.0000
0.00107250,9.2266
0.00107900,5.5312
0.00108550,6.5469
0.00109200,8.5000
0.00109850,14.4453
0.00110500,17.4375
0.00111150,8.9531
0.00111800,1.3750
0.00112450,8.5781
0.00113100,8.5312
0.00113750,7.0469
0.00114400,6.0000
0.00115050,7.3203
0.00115700,8.9688
0.00116350,9.5156
0.00117000,12.8750
0.00117650,15.4453
0.00118300,11.7500
0.00118950,14.3359
0.00119600,7.5000
0.00120250,8.2578
0.00120900,8.6562
0.00121550,12.9453
0.00122200,18.1250
0.00122850,20.6484
0.00123500,26.7188
0.00124150,25.4766
0.00124800,17.0000
0.00125450,10.7188
0.00126100,21.6250
0.00126750,18.2031
0.00127400,27.3750
0.00128050,15.2422
0.00128700,19.7812
0.00129350,27.0625
0.00130000,15.7500
0.00130650,6.9062
0.00131300,9.4062
0.00131950,7.3359
0.00132600,1.5000
0.00133250,2.9766
0.00133900,13.4062
0.00134550,17.8906
0.00135200,16.5000
0.00135850,16.6172
0.00136500,10.9375
0.00137150,5.3594
0.00137800,0.0000
0.00138450,2.6641
0.00139100,7.5625
0.00139750,5.7734
0.00140400,13.2500
0.00141050,14.0625
0.00141700,14.4375
0.00142350,3.4922
0.00143000,7.0000
0.00143650,1.1250
0.00144300,4.3125
0.00144950,2.4844
0.00145600,12.0000
0.00146250,14.5938
0.00146900,2.6562
0.00147550,5.3516
0.00148200,5.0000
0.00148850,15.9297
0.00149500,14.2188
0.00150150,13.7734
0.00150800,11.0000
0.00151450,9.1875
0.00152100,10.5625
0.00152750,3.1797
0.00153400,2.5000
0.00154050,3.1250
0.00154700,3.5312
0.00155350,9.0469
0.00156000,7.0000
0.00156650,3.3516
0.00157300,3.8125
0.00157950,5.0000
0.00158600,0.3750
