Distance_(pixels),Gray_Value
0.00000000,0.0000
0.00000650,14.1817
0.00001300,4.8483
0.00001950,2.2649
0.00002600,3.5528
0.00003250,6.4592
0.00003900,2.5329
0.00004550,9.5928
0.00005200,8.3375
0.00005850,2.6233
0.00006500,2.5046
0.00007150,4.4017
0.00007800,7.8568
0.00008450,4.0529
0.00009100,3.2247
0.00009750,4.4474
0.00010400,5.1886
0.00011050,6.2982
0.00011700,7.0135
0.00012350,5.9964
0.00013000,2.0073
0.00013650,5.1316
0.00014300,10.0849
0.00014950,4.2395
0.00015600,4.8210
0.00016250,4.9966
0.00016900,1.7734
0.00017550,5.2390
0.00018200,4.3925
0.00018850,8.4596
0.00019500,5.0983
0.00020150,1.1480
0.00020800,6.4753
0.00021450,8.9535
0.00022100,3.0292
0.00022750,8.2278
0.00023400,4.1567
0.00024050,13.4210
0.00024700,10.9380
0.00025350,8.3901
0.00026000,4.1110
0.00026650,11.6108
0.00027300,9.6337
0.00027950,5.8323
0.00028600,4.4955
0.00029250,4.2470
0.00029900,8.6910
0.00030550,5.5487
0.00031200,7.2619
0.00031850,8.2063
0.00032500,5.7249
0.00033150,3.1790
0.00033800,6.4643
0.00034450,7.3622
0.00035100,0.8153
0.00035750,2.1020
0.00036400,2.1345
0.00037050,6.8590
0.00037700,5.3748
0.00038350,6.4120
0.00039000,1.3051
0.00039650,4.2530
0.00040300,0.1694
0.00040950,5.8884
0.00041600,8.5064
0.00042250,4.8626
0.00042900,0.4241
0.00043550,4.8704
0.00044200,2.9282
0.00044850,1.5958
0.00045500,9.3246
0.00046150,7.3610
0.00046800,1.7868
0.00047450,4.9596
0.00048100,6.3229
0.00048750,6.6356
0.00049400,3.4695
0.00050050,2.5790
0.00050700,4.3941
0.00051350,1.8726
0.00052000,3.1967
0.00052650,5.8564
0.00053300,5.8905
0.00053950,3.4643
0.00054600,4.7142
0.00055250,7.3058
0.00055900,5.7955
0.00056550,8.4036
0.00057200,8.9399
0.00057850,5.6439
0.00058500,7.3976
0.00059150,6.5014
0.00059800,12.8442
0.00060450,8.4688
0.00061100,1.5881
0.00061750,4.0724
0.00062400,9.8927
0.00063050,8.2182
0.00063700,5.9039
0.00064350,0.7869
0.00065000,9.0828
0.00065650,4.4497
0.00066300,7.6743
0.00066950,3.3680
0.00067600,4.1898
0.00068250,7.8673
0.00068900,6.2189
0.00069550,5.2994
0.00070200,5.0748
0.00070850,7.2325
0.00071500,7.2968
0.00072150,6.3170
0.00072800,5.5205
0.00073450,5.4316
0.00074100,5.7367
0.00074750,5.3205
0.00075400,3.4991
0.00076050,5.0891
0.00076700,4.6157
0.00077350,0.5291
0.00078000,1.6191
0.00078650,1.8298
0.00079300,6.1147
0.00079950,1.8745
0.00080600,2.0960
0.00081250,2.1672
0.00081900,3.3767
0.00082550,0.8612
0.00083200,9.8165
0.00083850,4.7596
0.00084500,10.6237
0.00085150,12.4752
0.00085800,3.7987
0.00086450,5.7491
0.00087100,13.1078
0.00087750,10.3712
0.00088400,7.2910
0.00089050,8.7817
0.00089700,9.8899
0.00090350,5.6454
0.00091000,4.6046
0.00091650,1.5251
0.00092300,2.6144
0.00092950,6.1013
0.00093600,5.7714
0.00094250,5.3429
0.00094900,5.8301
0.00095550,4.8361
0.00096200,3.8846
0.00096850,3.8332
0.00097500,7.9907
0.00098150,13.1071
0.00098800,6.6225
0.00099450,9.9159
0.00100100,6.0802
0.00100750,6.0453
0.00101400,5.2778
0.00102050,2.0423
0.00102700,3.8400
0.00103350,5.5246
0.00104000,6.9938
0.00104650,0.3767
0.00105300,3.0316
0.00105950,6.2756
0.00106600,8.8354
0.00107250,8.9793
0.00107900,5.4068
0.00108550,4.9945
0.00109200,8.5117
0.00109850,6.7623
0.00110500,6.9412
0.00111150,4.7882
0.00111800,4.2102
0.00112450,5.3258
0.00113100,5.8918
0.00113750,6.4814
0.00114400,4.7883
0.00115050,7.6212
0.00115700,6.7370
0.00116350,4.9982
0.00117000,6.3106
0.00117650,4.1906
0.00118300,1.9466
0.00118950,6.5783
0.00119600,7.5276
0.00120250,4.3113
0.00120900,3.9596
0.00121550,3.7910
0.00122200,4.6556
0.00122850,4.2848
0.00123500,2.1329
0.00124150,4.4877
0.00124800,2.5342
0.00125450,8.6897
0.00126100,1.7379
0.00126750,2.2189
0.00127400,3.5111
0.00128050,4.6488
0.00128700,1.8303
0.00129350,8.9002
0.00130000,10.0484
0.00130650,6.2086
0.00131300,12.6566
0.00131950,6.0388
0.00132600,6.3323
0.00133250,9.8108
0.00133900,10.6413
0.00134550,10.1724
0.00135200,5.7546
0.00135850,4.8818
0.00136500,6.2108
0.00137150,10.2792
0.00137800,4.8749
0.00138450,3.9479
0.00139100,5.3498
0.00139750,1.3969
0.00140400,6.6863
0.00141050,6.6290
0.00141700,3.9953
0.00142350,5.1137
0.00143000,5.0514
0.00143650,4.5755
0.00144300,5.0552
0.00144950,7.0000
