Distance_(microns),Gray_Value
0.0000,15.0000
0.0650,15.0500
0.1300,25.8500
0.1950,31.3750
0.2600,42.5000
0.3250,64.5000
0.3900,59.1750
0.4550,47.8750
0.5200,43.8000
0.5850,55.9000
0.6500,46.8750
0.7150,38.3375
0.7800,35.0000
0.8450,46.4875
0.9100,30.7500
0.9750,30.6250
1.0400,17.8000
1.1050,28.1250
1.1700,9.4250
1.2350,11.4375
1.3000,12.7500
1.3650,11.7875
1.4300,15.1000
1.4950,9.8750
1.5600,13.9000
1.6250,9.3750
1.6900,14.3500
1.7550,22.2875
1.8200,28.8000
1.8850,13.4625
1.9500,18.3750
2.0150,17.4875
2.0800,20.4000
2.1450,20.5250
2.2100,22.3000
2.2750,12.9375
2.3400,21.4000
2.4050,18.0000
2.4700,21.6500
2.5350,28.5375
2.6000,27.0000
2.6650,10.4875
2.7300,20.9000
2.7950,29.3875
2.8600,24.3500
2.9250,20.7500
2.9900,21.7750
3.0550,23.5375
3.1200,11.6000
3.1850,20.0000
3.2500,20.5000
3.3150,25.0000
3.3800,17.1000
3.4450,16.3875
3.5100,15.9750
3.5750,34.9375
3.6400,27.4000
3.7050,43.8375
3.7700,17.6750
3.8350,21.1625
3.9000,40.2500
3.9650,31.9625
4.0300,40.9000
4.0950,36.5500
4.1600,49.4000
4.2250,29.6250
4.2900,37.1000
4.3550,20.2500
4.4200,19.1500
4.4850,37.2750
4.5500,42.2500
4.6150,35.8750
4.6800,36.9000
4.7450,54.9500
4.8100,37.2500
4.8750,19.5625
4.9400,16.4000
5.0050,20.1125
5.0700,19.9500
5.1350,36.7875
5.2000,31.0000
5.2650,25.2250
5.3300,37.6500
5.3950,26.9250
5.4600,34.4500
5.5250,38.0000
5.5900,48.1750
5.6550,21.7375
5.7200,42.4000
5.7850,21.1375
5.8500,45.7500
5.9150,26.8625
5.9800,42.0000
6.0450,28.0750
6.1100,39.2000
6.1750,14.8125
6.2400,18.8000
6.3050,8.9125
6.3700,19.6000
6.4350,7.0500
6.5000,7.2500
6.5650,6.8375
6.6300,11.3750
6.6950,10.6125
6.7600,12.9000
6.8250,4.1250
6.8900,18.9000
6.9550,10.6000
7.0200,4.2000
7.0850,1.0875
7.1500,5.6250
7.2150,14.0000
7.2800,9.6000
7.3450,5.7625
7.4100,6.1500
7.4750,0.0000
7.5400,7.1500
7.6050,7.6125
7.6700,5.2250
7.7350,5.3875
7.8000,6.0000
7.8650,11.5625
7.9300,15.7500
7.9950,14.2375
8.0600,9.3000
8.1250,20.2500
8.1900,10.5750
8.2550,3.0625
8.3200,7.0000
8.3850,12.0375
8.4500,9.3750
8.5150,11.4250
8.5800,21.2500
8.6450,15.0375
8.7100,32.7000
8.7750,17.0625
8.8400,11.7000
8.9050,22.5875
8.9700,18.8500
9.0350,11.1125
9.1000,8.5000
9.1650,0.4750
9.2300,15.5000
9.2950,10.5500
9.3600,3.6000
9.4250,3.8750
9.4900,6.6000
9.5550,12.3250
9.6200,18.8500
9.6850,1.2375
9.7500,5.1250
9.8150,9.7750
9.8800,3.5000
9.9450,1.0500
10.0100,21.9250
10.0750,6.8750
10.1400,12.9000
10.2050,14.5500
10.2700,14.9000
10.3350,0.2750
10.4000,27.0000
10.4650,9.3000
10.5300,18.1000
10.5950,19.0750
10.6600,23.9000
10.7250,15.7500
10.7900,5.1500
10.8550,29.1750
10.9200,3.8000
10.9850,21.3250
11.0500,6.6250
11.1150,14.1375
11.1800,8.5000
11.2450,4.5125
11.3100,9.2750
11.3750,3.4375
11.4400,24.6000
11.5050,13.4875
11.5700,6.9750
11.6350,4.5125
11.7000,8.7500
11.7650,0.5250
11.8300,8.7250
11.8950,7.2875
11.9600,12.0000
12.0250,11.1250
12.0900,0.3250
12.1550,15.3125
12.2200,5.8500
12.2850,13.5375
12.3500,16.7500
12.4150,7.8375
12.4800,8.4000
12.5450,7.1750
12.6100,16.8500
12.6750,18.5625
12.7400,6.3000
12.8050,10.2250
12.8700,9.5250
12.9350,13.0750
13.0000,15.0000
13.0650,10.0500
13.1300,10.6750
13.1950,8.8375
13.2600,6.1500
13.3250,10.3125
13.3900,0.8500
13.4550,17.0500
13.5200,20.4000
13.5850,22.1500
13.6500,20.0000
13.7150,13.7125
13.7800,19.5000
13.8450,18.3000
13.9100,27.4000
13.9750,25.5625
14.0400,5.9000
14.1050,21.7250
14.1700,26.7500
14.2350,31.3125
14.3000,34.5000
14.3650,46.9000
14.4300,39.5000
14.4950,51.0000
14.5600,58.0000
14.6250,56.4375
14.6900,45.8750
14.7550,57.6750
14.8200,70.2500
14.8850,27.3375
14.9500,40.7500
15.0150,43.1125
15.0800,40.4000
15.1450,39.8250
15.2100,35.8750
15.2750,36.1875
15.3400,18.7500
15.4050,10.6625
15.4700,23.8000
15.5350,0.2750
15.6000,11.0000
