Distance_(pixels),Gray_Value
0.00000000,26.000
0.00000650,20.374
0.00001300,38.211
0.00001950,58.228
0.00002600,55.568
0.00003250,64.075
0.00003900,117.132
0.00004550,191.224
0.00005200,271.005
0.00005850,282.609
0.00006500,332.963
0.00007150,316.259
0.00007800,274.368
0.00008450,234.186
0.00009100,180.284
0.00009750,198.293
0.00010400,195.495
0.00011050,200.823
0.00011700,213.337
0.00012350,244.492
0.00013000,209.396
0.00013650,212.193
0.00014300,217.486
0.00014950,215.289
0.00015600,225.322
0.00016250,230.664
0.00016900,241.458
0.00017550,251.595
0.00018200,247.227
0.00018850,245.397
0.00019500,205.174
0.00020150,209.850
0.00020800,208.461
0.00021450,184.761
0.00022100,185.358
0.00022750,153.937
0.00023400,135.990
0.00024050,125.012
0.00024700,101.262
0.00025350,78.091
0.00026000,50.520
0.00026650,22.703
0.00027300,51.526
0.00027950,75.041
0.00028600,100.935
0.00029250,149.008
0.00029900,187.768
0.00030550,241.175
0.00031200,259.324
0.00031850,284.099
0.00032500,281.312
0.00033150,327.626
0.00033800,321.989
0.00034450,303.007
0.00035100,287.595
0.00035750,222.825
0.00036400,208.179
0.00037050,230.603
0.00037700,205.573
0.00038350,203.142
0.00039000,213.943
0.00039650,160.991
0.00040300,127.673
0.00040950,102.689
0.00041600,87.794
0.00042250,67.953
0.00042900,33.834
0.00043550,43.521
0.00044200,30.538
0.00044850,21.277
0.00045500,22.636
0.00046150,2.656
0.00046800,0.508
0.00047450,9.958
0.00048100,7.694
0.00048750,4.798
0.00049400,11.246
0.00050050,7.081
0.00050700,21.450
0.00051350,20.092
0.00052000,30.698
0.00052650,27.378
0.00053300,14.472
0.00053950,45.398
0.00054600,68.277
0.00055250,78.999
0.00055900,131.489
0.00056550,140.602
0.00057200,154.539
0.00057850,173.223
0.00058500,195.949
0.00059150,191.803
0.00059800,179.235
0.00060450,179.847
0.00061100,171.766
0.00061750,152.448
0.00062400,137.316
0.00063050,104.289
0.00063700,83.081
0.00064350,73.327
0.00065000,86.866
0.00065650,65.594
0.00066300,58.101
0.00066950,65.399
0.00067600,90.602
0.00068250,84.976
0.00068900,70.957
0.00069550,91.009
0.00070200,82.344
0.00070850,98.550
0.00071500,86.003
0.00072150,74.005
0.00072800,102.449
0.00073450,99.838
0.00074100,101.207
0.00074750,102.555
0.00075400,105.892
0.00076050,136.182
0.00076700,146.409
0.00077350,163.011
0.00078000,134.978
0.00078650,111.433
0.00079300,121.986
0.00079950,112.656
0.00080600,88.626
0.00081250,62.096
0.00081900,63.378
0.00082550,46.411
0.00083200,42.721
0.00083850,47.182
0.00084500,51.997
0.00085150,42.020
0.00085800,56.794
0.00086450,63.191
0.00087100,63.504
0.00087750,72.778
0.00088400,78.202
0.00089050,74.658
0.00089700,90.524
0.00090350,124.972
0.00091000,111.222
0.00091650,100.745
0.00092300,138.011
0.00092950,157.376
0.00093600,148.764
0.00094250,149.606
0.00094900,126.708
0.00095550,120.675
0.00096200,154.009
0.00096850,160.370
0.00097500,158.141
0.00098150,162.257
0.00098800,115.336
0.00099450,108.053
0.00100100,107.210
0.00100750,99.481
0.00101400,80.412
0.00102050,75.626
0.00102700,58.725
0.00103350,65.232
0.00104000,61.822
0.00104650,53.832
0.00105300,55.354
0.00105950,48.061
0.00106600,34.813
0.00107250,33.088
0.00107900,25.259
0.00108550,32.599
0.00109200,33.646
0.00109850,39.377
0.00110500,66.216
0.00111150,72.761
0.00111800,95.502
0.00112450,122.483
0.00113100,145.837
0.00113750,172.906
0.00114400,189.359
0.00115050,145.907
0.00115700,134.646
0.00116350,142.130
0.00117000,158.928
0.00117650,159.716
0.00118300,173.945
0.00118950,162.092
0.00119600,189.165
0.00120250,210.572
0.00120900,216.374
0.00121550,236.266
0.00122200,213.970
0.00122850,205.385
0.00123500,205.763
0.00124150,231.715
0.00124800,211.053
0.00125450,222.805
0.00126100,193.648
0.00126750,171.096
0.00127400,167.868
0.00128050,153.939
0.00128700,144.491
0.00129350,128.983
0.00130000,94.905
0.00130650,84.282
0.00131300,78.260
0.00131950,72.225
0.00132600,55.544
0.00133250,55.961
0.00133900,72.727
0.00134550,59.925
0.00135200,49.839
0.00135850,55.275
0.00136500,67.117
0.00137150,87.269
0.00137800,64.466
0.00138450,85.323
0.00139100,89.436
0.00139750,87.837
0.00140400,67.490
0.00141050,89.786
0.00141700,102.280
0.00142350,88.292
0.00143000,88.137
0.00143650,93.756
0.00144300,100.465
0.00144950,101.938
0.00145600,86.895
0.00146250,101.043
0.00146900,70.362
0.00147550,91.692
