Distance_(pixels),Gray_Value
0.00000000,13.0000
0.00000650,16.1167
0.00001300,19.0165
0.00001950,9.9383
0.00002600,20.2164
0.00003250,22.8739
0.00003900,26.9784
0.00004550,18.0136
0.00005200,35.7419
0.00005850,22.4180
0.00006500,16.1202
0.00007150,4.6675
0.00007800,19.9590
0.00008450,10.5791
0.00009100,17.9801
0.00009750,10.2142
0.00010400,8.0859
0.00011050,4.3732
0.00011700,19.3963
0.00012350,7.1982
0.00013000,12.2677
0.00013650,6.1850
0.00014300,9.6942
0.00014950,10.7102
0.00015600,3.0314
0.00016250,15.4277
0.00016900,15.9679
0.00017550,9.9473
0.00018200,12.1491
0.00018850,12.4197
0.00019500,12.0702
0.00020150,17.9466
0.00020800,15.7893
0.00021450,8.8988
0.00022100,17.2157
0.00022750,11.8180
0.00023400,7.0661
0.00024050,15.8169
0.00024700,13.5352
0.00025350,3.7608
0.00026000,8.4503
0.00026650,6.7600
0.00027300,0.8695
0.00027950,0.3381
0.00028600,3.0751
0.00029250,2.1517
0.00029900,16.2430
0.00030550,17.9193
0.00031200,12.1471
0.00031850,8.6041
0.00032500,9.2921
0.00033150,12.1105
0.00033800,10.8782
0.00034450,17.5444
0.00035100,18.0956
0.00035750,12.8203
0.00036400,16.0341
0.00037050,22.4800
0.00037700,19.3756
0.00038350,10.9525
0.00039000,8.8870
0.00039650,6.6112
0.00040300,8.4878
0.00040950,9.3918
0.00041600,8.4359
0.00042250,5.2992
0.00042900,6.2868
0.00043550,11.7518
0.00044200,7.0464
0.00044850,13.7401
0.00045500,5.6300
0.00046150,3.2268
0.00046800,7.0411
0.00047450,7.7584
0.00048100,8.6127
0.00048750,7.1493
0.00049400,6.1021
0.00050050,6.8976
0.00050700,7.3503
0.00051350,5.9462
0.00052000,5.5324
0.00052650,8.3427
0.00053300,6.5600
0.00053950,2.4155
0.00054600,1.6452
0.00055250,3.9173
0.00055900,7.3274
0.00056550,5.8407
0.00057200,3.4307
0.00057850,2.0699
0.00058500,5.0416
0.00059150,5.5785
0.00059800,3.7640
0.00060450,1.0956
0.00061100,5.3976
0.00061750,7.3450
0.00062400,5.7692
0.00063050,5.0150
0.00063700,4.4336
0.00064350,5.3452
0.00065000,3.7585
0.00065650,3.7543
0.00066300,2.8106
0.00066950,2.2832
0.00067600,5.2552
0.00068250,3.9584
0.00068900,2.4515
0.00069550,6.5958
0.00070200,6.9778
0.00070850,3.0439
0.00071500,3.5122
0.00072150,4.4569
0.00072800,2.4252
0.00073450,4.8425
0.00074100,5.8577
0.00074750,1.9102
0.00075400,3.2260
0.00076050,7.4514
0.00076700,7.9336
0.00077350,4.6757
0.00078000,6.7020
0.00078650,6.5012
0.00079300,5.7105
0.00079950,5.2000
0.00080600,3.7546
0.00081250,4.5550
0.00081900,8.2991
0.00082550,6.5934
0.00083200,3.1220
0.00083850,0.6146
0.00084500,0.9958
0.00085150,0.4302
0.00085800,3.5575
0.00086450,11.6276
0.00087100,11.4780
0.00087750,6.6996
0.00088400,7.8518
0.00089050,4.2717
0.00089700,1.8573
0.00090350,4.7976
0.00091000,11.1731
0.00091650,8.4803
0.00092300,3.1739
0.00092950,0.3607
0.00093600,2.8493
0.00094250,7.1071
0.00094900,4.5507
0.00095550,8.0894
0.00096200,4.1371
0.00096850,6.5178
0.00097500,5.7436
0.00098150,4.0153
0.00098800,9.4850
0.00099450,6.7811
0.00100100,5.2949
0.00100750,1.0767
0.00101400,4.1628
0.00102050,8.0185
0.00102700,2.5715
0.00103350,4.8275
0.00104000,4.5526
0.00104650,4.1617
0.00105300,4.5939
0.00105950,0.3527
0.00106600,2.5200
0.00107250,4.0303
0.00107900,10.1947
0.00108550,10.1442
0.00109200,5.6439
0.00109850,2.2807
0.00110500,5.4081
0.00111150,5.2504
0.00111800,6.4121
0.00112450,6.9492
0.00113100,10.7902
0.00113750,4.5657
0.00114400,5.7852
0.00115050,4.0547
0.00115700,3.5756
0.00116350,2.6057
0.00117000,8.8138
0.00117650,10.4839
0.00118300,11.5939
0.00118950,9.0506
0.00119600,6.2043
0.00120250,6.4420
0.00120900,2.9758
0.00121550,3.5284
0.00122200,0.0057
0.00122850,1.7254
0.00123500,10.8079
0.00124150,5.3263
0.00124800,4.7916
0.00125450,15.6920
0.00126100,3.6659
0.00126750,15.0220
0.00127400,22.0377
0.00128050,11.0434
0.00128700,22.3964
0.00129350,28.1564
0.00130000,29.6960
0.00130650,24.9902
0.00131300,30.2542
0.00131950,19.4261
0.00132600,20.2741
0.00133250,17.0000
