Distance_(pixels),Gray_Value
0.00000000,6.0000
0.00000650,16.0276
0.00001300,12.1608
0.00001950,9.0663
0.00002600,7.3399
0.00003250,7.6559
0.00003900,7.2771
0.00004550,6.3332
0.00005200,2.1953
0.00005850,7.2715
0.00006500,8.8623
0.00007150,10.7710
0.00007800,6.3750
0.00008450,10.8738
0.00009100,17.3052
0.00009750,19.3597
0.00010400,16.9656
0.00011050,11.8501
0.00011700,11.2080
0.00012350,9.4945
0.00013000,7.4219
0.00013650,11.4121
0.00014300,5.0483
0.00014950,10.9740
0.00015600,10.9598
0.00016250,4.8585
0.00016900,2.5372
0.00017550,6.0032
0.00018200,12.7295
0.00018850,9.4323
0.00019500,11.2698
0.00020150,10.5898
0.00020800,9.2054
0.00021450,6.9993
0.00022100,4.1432
0.00022750,5.4483
0.00023400,0.9179
0.00024050,5.8428
0.00024700,9.4245
0.00025350,2.8846
0.00026000,7.0504
0.00026650,2.8857
0.00027300,5.5220
0.00027950,2.8710
0.00028600,7.5605
0.00029250,13.0355
0.00029900,9.1449
0.00030550,12.1154
0.00031200,6.7632
0.00031850,14.8736
0.00032500,5.3766
0.00033150,9.4506
0.00033800,11.1077
0.00034450,10.2191
0.00035100,9.2800
0.00035750,1.7495
0.00036400,2.3446
0.00037050,3.2484
0.00037700,0.0237
0.00038350,1.0057
0.00039000,1.2046
0.00039650,4.6310
0.00040300,5.6088
0.00040950,6.7187
0.00041600,9.3916
0.00042250,4.6914
0.00042900,8.2245
0.00043550,13.9086
0.00044200,9.0700
0.00044850,4.9993
0.00045500,8.3621
0.00046150,9.2788
0.00046800,6.8915
0.00047450,2.6166
0.00048100,7.1116
0.00048750,7.3464
0.00049400,4.2258
0.00050050,10.1766
0.00050700,4.0107
0.00051350,0.3615
0.00052000,5.8016
0.00052650,2.4756
0.00053300,8.7700
0.00053950,12.5529
0.00054600,12.9581
0.00055250,19.2903
0.00055900,20.8457
0.00056550,2.3717
0.00057200,4.2479
0.00057850,11.7139
0.00058500,2.8529
0.00059150,4.0129
0.00059800,13.2885
0.00060450,17.3232
0.00061100,8.1228
0.00061750,14.4470
0.00062400,15.6387
0.00063050,17.4976
0.00063700,12.1098
0.00064350,18.2078
0.00065000,11.5356
0.00065650,10.2662
0.00066300,5.8257
0.00066950,2.9833
0.00067600,1.8040
0.00068250,7.3704
0.00068900,3.4600
0.00069550,8.4538
0.00070200,8.5537
0.00070850,4.7700
0.00071500,3.3340
0.00072150,7.6050
0.00072800,7.2624
0.00073450,3.7447
0.00074100,6.6446
0.00074750,8.4006
0.00075400,7.1252
0.00076050,5.7393
0.00076700,5.5639
0.00077350,1.4183
0.00078000,2.4966
0.00078650,5.9107
0.00079300,6.4360
0.00079950,3.0016
0.00080600,6.1103
0.00081250,0.6970
0.00081900,0.4404
0.00082550,1.3009
0.00083200,5.8761
0.00083850,6.0434
0.00084500,10.8658
0.00085150,7.6303
0.00085800,2.7594
0.00086450,0.1456
0.00087100,3.6772
0.00087750,7.4337
0.00088400,9.8512
0.00089050,12.7067
0.00089700,8.6254
0.00090350,14.7759
0.00091000,13.2548
0.00091650,12.1185
0.00092300,10.1645
0.00092950,8.9997
0.00093600,18.6514
0.00094250,9.4306
0.00094900,2.4211
0.00095550,12.3162
0.00096200,5.7097
0.00096850,4.9060
0.00097500,7.7859
0.00098150,6.7205
0.00098800,13.7836
0.00099450,12.3964
0.00100100,8.9322
0.00100750,8.4508
0.00101400,2.7646
0.00102050,12.9900
0.00102700,13.9517
0.00103350,5.6771
0.00104000,1.9303
0.00104650,7.9798
0.00105300,11.0205
0.00105950,7.1383
0.00106600,9.3437
0.00107250,4.9819
0.00107900,4.6082
0.00108550,1.6296
0.00109200,11.9355
0.00109850,9.2685
0.00110500,8.5121
0.00111150,8.6046
0.00111800,8.7909
0.00112450,9.0726
0.00113100,2.7106
0.00113750,0.0193
0.00114400,2.5952
0.00115050,1.3415
0.00115700,3.4134
0.00116350,7.7732
0.00117000,8.1795
0.00117650,4.1622
0.00118300,1.8682
0.00118950,5.0488
0.00119600,10.4778
0.00120250,9.6754
0.00120900,7.7115
0.00121550,11.8141
0.00122200,9.8718
0.00122850,7.9307
0.00123500,5.8856
0.00124150,4.8591
0.00124800,5.9816
0.00125450,6.8847
0.00126100,4.1575
0.00126750,1.2435
0.00127400,8.3618
0.00128050,7.3659
0.00128700,7.4997
0.00129350,8.0410
0.00130000,8.8240
0.00130650,3.1997
0.00131300,7.4165
0.00131950,7.1020
0.00132600,12.2110
0.00133250,1.9821
0.00133900,5.4017
0.00134550,4.5791
0.00135200,12.4621
0.00135850,8.6102
0.00136500,5.8712
0.00137150,6.3587
0.00137800,10.9648
0.00138450,8.1644
0.00139100,12.2725
0.00139750,15.4385
0.00140400,11.7209
0.00141050,10.2231
0.00141700,13.4673
0.00142350,15.5204
0.00143000,15.4236
0.00143650,13.9081
0.00144300,12.8306
0.00144950,17.0287
0.00145600,10.8335
0.00146250,19.4248
0.00146900,9.3852
0.00147550,8.3192
0.00148200,6.1709
0.00148850,7.5673
0.00149500,9.0928
0.00150150,11.6046
0.00150800,10.6274
0.00151450,0.8281
0.00152100,6.3214
0.00152750,7.8792
0.00153400,8.3586
0.00154050,2.8623
0.00154700,2.3838
0.00155350,0.6101
0.00156000,9.9246
0.00156650,14.6024
0.00157300,5.8869
0.00157950,5.2153
0.00158600,5.7328
0.00159250,7.2559
0.00159900,5.9982
0.00160550,7.0259
0.00161200,2.2267
0.00161850,4.8651
0.00162500,9.5997
0.00163150,6.4569
0.00163800,10.3120
0.00164450,3.1874
0.00165100,1.9297
0.00165750,7.8706
0.00166400,4.4357
0.00167050,3.6122
0.00167700,4.1768
0.00168350,1.5102
0.00169000,1.5671
0.00169650,6.1893
0.00170300,2.6604
0.00170950,2.1149
0.00171600,4.6781
0.00172250,6.8125
0.00172900,6.1045
0.00173550,9.1215
0.00174200,10.3921
0.00174850,13.8938
0.00175500,10.8355
0.00176150,2.6595
0.00176800,14.0125
0.00177450,3.3402
0.00178100,10.2247
0.00178750,7.6878
0.00179400,8.1757
0.00180050,6.7484
0.00180700,7.1537
0.00181350,7.9628
0.00182000,9.3972
0.00182650,15.1136
0.00183300,6.9834
0.00183950,11.1899
0.00184600,14.9636
0.00185250,9.7872
0.00185900,6.9981
0.00186550,11.2706
0.00187200,12.3035
0.00187850,10.4747
0.00188500,13.9172
0.00189150,4.8073
0.00189800,8.2098
0.00190450,9.2625
0.00191100,2.8424
0.00191750,1.1013
0.00192400,3.9559
0.00193050,3.8996
0.00193700,5.6374
0.00194350,9.1266
0.00195000,8.0017
0.00195650,15.0451
0.00196300,1.4000
0.00196950,4.1634
0.00197600,7.2454
0.00198250,3.6864
0.00198900,1.9255
0.00199550,2.0579
0.00200200,4.8918
0.00200850,4.7691
0.00201500,12.6675
0.00202150,3.504E-10
