Distance_(pixels),Gray_Value
0.00000000,47.000
0.00000650,29.617
0.00001300,39.493
0.00001950,43.012
0.00002600,29.333
0.00003250,39.617
0.00003900,38.473
0.00004550,25.112
0.00005200,27.366
0.00005850,40.119
0.00006500,45.463
0.00007150,44.634
0.00007800,41.620
0.00008450,24.954
0.00009100,19.802
0.00009750,32.149
0.00010400,30.630
0.00011050,29.578
0.00011700,46.554
0.00012350,41.939
0.00013000,29.656
0.00013650,24.387
0.00014300,33.736
0.00014950,33.843
0.00015600,28.125
0.00016250,24.209
0.00016900,15.575
0.00017550,7.146
0.00018200,8.050
0.00018850,7.043
0.00019500,5.378
0.00020150,9.036
0.00020800,10.410
0.00021450,8.062
0.00022100,8.549
0.00022750,6.790
0.00023400,8.604
0.00024050,14.247
0.00024700,9.542
0.00025350,15.365
0.00026000,10.606
0.00026650,16.607
0.00027300,23.184
0.00027950,10.059
0.00028600,7.833
0.00029250,10.067
0.00029900,7.564
0.00030550,8.440
0.00031200,13.324
0.00031850,2.703
0.00032500,4.863
0.00033150,12.470
0.00033800,5.788
0.00034450,6.672
0.00035100,8.657
0.00035750,17.875
0.00036400,10.881
0.00037050,7.069
0.00037700,13.552
0.00038350,7.907
0.00039000,1.200
0.00039650,5.174
0.00040300,2.291
0.00040950,3.599
0.00041600,6.082
0.00042250,9.322
0.00042900,14.450
0.00043550,9.607
0.00044200,7.096
0.00044850,10.735
0.00045500,19.456
0.00046150,10.770
0.00046800,0.893
0.00047450,0.082
0.00048100,5.265
0.00048750,2.054
0.00049400,5.895
0.00050050,3.281
0.00050700,0.712
0.00051350,3.526
0.00052000,2.610
0.00052650,1.575
0.00053300,3.991
0.00053950,13.044
0.00054600,11.530
0.00055250,9.322
0.00055900,5.446
0.00056550,2.667
0.00057200,8.245
0.00057850,10.597
0.00058500,2.813
0.00059150,6.144
0.00059800,4.958
0.00060450,5.661
0.00061100,6.560
0.00061750,9.317
0.00062400,7.426
0.00063050,9.888
0.00063700,8.853
0.00064350,11.871
0.00065000,9.377
0.00065650,9.265
0.00066300,7.905
0.00066950,10.788
0.00067600,17.782
0.00068250,15.043
0.00068900,10.160
0.00069550,9.698
0.00070200,8.721
0.00070850,1.610
0.00071500,3.306
0.00072150,2.232
0.00072800,9.802
0.00073450,15.036
0.00074100,20.815
0.00074750,18.101
0.00075400,18.497
0.00076050,18.345
0.00076700,21.577
0.00077350,16.171
0.00078000,18.970
0.00078650,12.285
0.00079300,14.088
0.00079950,14.837
0.00080600,10.643
0.00081250,7.777
0.00081900,14.747
0.00082550,12.489
0.00083200,6.855
0.00083850,7.207
0.00084500,11.079
0.00085150,6.416
0.00085800,15.703
0.00086450,19.078
0.00087100,16.220
0.00087750,11.944
0.00088400,7.916
0.00089050,7.222
0.00089700,5.255
0.00090350,9.703
0.00091000,14.975
0.00091650,27.440
0.00092300,24.547
0.00092950,12.095
0.00093600,3.102
0.00094250,20.186
0.00094900,5.286
0.00095550,3.813
0.00096200,6.180
0.00096850,7.848
0.00097500,9.529
0.00098150,18.232
0.00098800,19.760
0.00099450,16.038
0.00100100,9.165
0.00100750,7.112
0.00101400,6.520
0.00102050,1.727
0.00102700,2.779
0.00103350,4.508
0.00104000,12.017
0.00104650,6.335
0.00105300,3.541
0.00105950,17.244
0.00106600,3.319
0.00107250,5.412
0.00107900,1.800
0.00108550,8.873
0.00109200,10.436
0.00109850,13.421
0.00110500,15.409
0.00111150,17.938
0.00111800,11.637
0.00112450,5.111
0.00113100,6.615
0.00113750,3.507
0.00114400,10.099
0.00115050,14.282
0.00115700,2.294
0.00116350,9.532
0.00117000,7.534
0.00117650,7.633
0.00118300,6.080
0.00118950,1.727
0.00119600,11.470
0.00120250,8.905
0.00120900,12.801
0.00121550,9.317
0.00122200,5.120
0.00122850,3.602
0.00123500,4.306
0.00124150,11.813
0.00124800,20.339
0.00125450,22.141
0.00126100,12.394
0.00126750,10.219
0.00127400,20.112
0.00128050,31.619
0.00128700,23.348
0.00129350,1.428
0.00130000,23.154
0.00130650,27.701
0.00131300,11.655
0.00131950,23.126
0.00132600,34.606
0.00133250,36.535
0.00133900,32.187
0.00134550,41.149
0.00135200,43.463
0.00135850,40.855
0.00136500,41.161
0.00137150,38.694
0.00137800,38.412
0.00138450,49.618
0.00139100,61.781
0.00139750,59.832
0.00140400,52.951
0.00141050,63.170
0.00141700,74.349
0.00142350,73.383
0.00143000,95.057
0.00143650,90.393
0.00144300,105.424
0.00144950,117.483
0.00145600,96.752
0.00146250,80.068
0.00146900,78.008
0.00147550,74.343
0.00148200,64.943
0.00148850,70.644
0.00149500,69.787
0.00150150,58.286
0.00150800,58.967
0.00151450,55.258
0.00152100,43.628
0.00152750,40.000
